region,func,w,lambda_eur,n_open,sum_y_lp,travelcost_multistart,travelcost_lp_relaxation,facilitycost_eur,totalcost_eur,mean_traveltime_min,frac_open,baseline_facilities,baseline_travelcost,on_pareto_frontier
Netherlands,LINEAR,0.0001,10.00,14994,14994.000,1255328,1255328,149940,1405268,0.0719,0,1615,60676723,True
Netherlands,LINEAR,0.00015,15.00,14993,14993.000,1255340,1255340,224895,1480235,0.0719,0,1615,60676723,True
Netherlands,LINEAR,0.0002,20.00,14993,14993.000,1255340,1255340,299860,1555200,0.0719,0,1615,60676723,True
Netherlands,LINEAR,0.0003,30.00,14992,14992.000,1255365,1255365,449760,1705125,0.0719,0,1615,60676723,True
Netherlands,LINEAR,0.0005,50.00,14991,14991.000,1255400,1255400,749550,2004950,0.0719,0,1615,60676723,True
Netherlands,LINEAR,0.0007,70.00,14984,14984.000,1255815,1255815,1048880,2304695,0.0719,0,1615,60676723,True
Netherlands,LINEAR,0.001,100.00,14935,14935.000,1260297,1260297,1493500,2753797,0.0722,0,1615,60676723,True
Netherlands,LINEAR,0.0015,150.00,14384,14384.500,1332178,1332075,2157600,3489778,0.0763,3,1615,60676723,True
Netherlands,LINEAR,0.002,200.00,13425,13425.000,1500448,1500446,2685000,4185448,0.0859,6,1615,60676723,True
Netherlands,LINEAR,0.003,300.00,11891,11891.000,1880173,1880145,3567300,5447473,0.1077,14,1615,60676723,True
Netherlands,LINEAR,0.005,500.00,10118,10118.000,2568396,2568373,5059000,7627396,0.1471,12,1615,60676723,True
Netherlands,LINEAR,0.007,700.00,9095,9095.000,3174261,3174261,6366500,9540761,0.1818,0,1615,60676723,True
Netherlands,LINEAR,0.01,1000.00,8157,8157.000,3960421,3960390,8157000,12117421,0.2268,16,1615,60676723,True
Netherlands,LINEAR,0.015,1500.00,7197,7197.000,5133334,5133234,10795500,15928834,0.294,12,1615,60676723,True
Netherlands,LINEAR,0.02,2000.00,6534,6533.500,6283895,6284887,13068000,19351895,0.3599,3,1615,60676723,True
Netherlands,LINEAR,0.03,3000.00,5652,5652.000,8472459,8472225,16956000,25428459,0.4853,20,1615,60676723,True
Netherlands,LINEAR,0.05,5000.00,4624,4624.000,12474031,12474001,23120000,35594031,0.7145,4,1615,60676723,True
Netherlands,LINEAR,0.07,7000.00,3952,3952.000,16461500,16461500,27664000,44125500,0.9429,0,1615,60676723,True
Netherlands,LINEAR,0.1,10000.00,3220,3219.500,22647737,22652379,32200000,54847737,1.2972,11,1615,60676723,True
Netherlands,LINEAR,0.15,15000.00,2446,2445.500,32105462,32109494,36690000,68795462,1.8389,31,1615,60676723,True
Netherlands,LINEAR,0.2,20000.00,1900,1899.830,41590157,41587045,38000000,79590157,2.3822,57,1615,60676723,True
Netherlands,LINEAR,0.22427,22427.00,1735,1735.000,45088880,45080882,38910845,83999725,2.5825,61,1615,60676723,True
Netherlands,LINEAR,0.23749,23749.00,1642,1642.000,47238233,47229528,38995858,86234091,2.7057,63,1615,60676723,True
Netherlands,LINEAR,0.24091,24091.00,1623,1623.000,47693450,47684573,39099693,86793143,2.7317,55,1615,60676723,True
Netherlands,LINEAR,0.24264,24264.00,1618,1617.830,47813511,47809356,39259152,87072663,2.7386,57,1615,60676723,True
Netherlands,LINEAR,0.24439,24439.00,1609,1608.830,48033419,48028397,39322351,87355770,2.7512,59,1615,60676723,True
Netherlands,LINEAR,0.25149,25149.00,1578,1577.500,48799438,48805593,39685122,88484560,2.7951,52,1615,60676723,True
Netherlands,LINEAR,0.3,30000.00,1334,1334.420,55481849,55459326,40020000,95501849,3.1778,63,1615,60676723,True
Netherlands,LINEAR,0.3,30000.00,1334,1334.420,55481849,55459326,40020000,95501849,3.1778,63,1615,60676723,True
Netherlands,LINEAR,0.31544,31544.00,1269,1269.250,57477702,57459536,40029336,97507038,3.2921,65,1615,60676723,True
Netherlands,LINEAR,0.31623,31623.00,1265,1265.250,57604248,57585753,40003095,97607343,3.2994,61,1615,60676723,True
Netherlands,LINEAR,0.33682,33682.00,1192,1192.000,59990511,59976359,40148944,100139455,3.4361,70,1615,60676723,True
Netherlands,LINEAR,0.34087,34087.00,1180,1180.500,60404499,60365845,40222660,100627159,3.4598,85,1615,60676723,True
Netherlands,LINEAR,0.34239,34239.00,1174,1174.000,60608649,60588039,40196586,100805235,3.4715,88,1615,60676723,True
Netherlands,LINEAR,0.34805,34805.00,1155,1154.580,61265726,61258255,40199775,101465501,3.5091,120,1615,60676723,True
Netherlands,LINEAR,0.35965,35965.00,1113,1113.250,62747351,62718638,40029045,102776396,3.594,97,1615,60676723,True
Netherlands,LINEAR,0.3873,38730.00,1044,1043.500,65314126,65317994,40434120,105748246,3.741,66,1615,60676723,True
Netherlands,LINEAR,0.41007,41007.00,996,995.900,67238925,67211893,40842972,108081897,3.8512,96,1615,60676723,True
Netherlands,LINEAR,0.5,50000.00,831,831.000,74728392,74671842,41550000,116278392,4.2802,125,1615,60676723,True
Netherlands,LINEAR,0.7,70000.00,648,648.000,85704775,85385098,45360000,131064775,4.9089,162,1615,60676723,True
Netherlands,LINEAR,1,100000.00,503,502.670,111298575,97450091,50300000,161598575,6.3748,332,1615,60676723,True
Netherlands,LINEAR,1.5,150000.00,406,406.030,184140420,109203081,60900000,245040420,10.547,530,1615,60676723,True
Netherlands,LOGISTIC,0.0001,10.00,7736,7736.000,1360694,1360693,77360,1438054,0.2534,16,1615,1906710,True
Netherlands,LOGISTIC,0.0002,20.00,6232,6231.500,1382188,1382196,124640,1506828,0.398,29,1615,1906710,True
Netherlands,LOGISTIC,0.0005,50.00,4378,4377.500,1441517,1441540,218900,1660417,0.7917,11,1615,1906710,True
Netherlands,LOGISTIC,0.001,100.00,2980,2980.330,1542368,1542324,298000,1840368,1.4484,18,1615,1906710,True
Netherlands,LOGISTIC,0.002,200.00,1788,1788.380,1711325,1711155,357600,2068925,2.5277,104,1615,1906710,True
Netherlands,LOGISTIC,0.0022427,224.27,1638,1638.000,1743002,1742920,367354,2110356,2.7269,80,1615,1906710,True
Netherlands,LOGISTIC,0.002275,227.50,1613,1612.670,1748652,1748642,366958,2115610,2.7622,86,1615,1906710,True
Netherlands,LOGISTIC,0.0023079,230.79,1597,1597.000,1752342,1752225,368572,2120914,2.7851,106,1615,1906710,True
Netherlands,LOGISTIC,0.0023749,237.49,1567,1567.500,1759357,1759152,372147,2131504,2.8293,75,1615,1906710,True
Netherlands,LOGISTIC,0.0025149,251.49,1476,1476.170,1781708,1781469,371199,2152907,2.9664,138,1615,1906710,True
Netherlands,LOGISTIC,0.0029576,295.76,1279,1278.920,1835446,1835149,378277,2213723,3.2935,130,1615,1906710,True
Netherlands,LOGISTIC,0.0031623,316.23,1204,1204.130,1858249,1857972,380741,2238990,3.4315,125,1615,1906710,True
Netherlands,LOGISTIC,0.0033721,337.21,1153,1152.930,1874955,1874702,388803,2263758,3.5316,147,1615,1906710,True
Netherlands,LOGISTIC,0.003546,354.60,1110,1110.000,1889860,1889562,393606,2283466,3.6199,127,1615,1906710,True
Netherlands,LOGISTIC,0.0036007,360.07,1100,1099.830,1893439,1893202,396077,2289516,3.6419,122,1615,1906710,True
Netherlands,LOGISTIC,0.0037208,372.08,1068,1067.670,1905153,1904998,397381,2302534,3.7095,121,1615,1906710,True
Netherlands,LOGISTIC,0.003755,375.50,1057,1057.330,1909353,1908860,396904,2306256,3.7346,136,1615,1906710,True
Netherlands,LOGISTIC,0.0038448,384.48,1043,1043.170,1914643,1914245,401013,2315656,3.7662,115,1615,1906710,True
Netherlands,LOGISTIC,0.0039764,397.64,1019,1019.080,1924082,1923670,405195,2329277,3.8217,149,1615,1906710,True
Netherlands,LOGISTIC,0.005,500.00,846,846.080,2000777,1999879,423000,2423777,4.2579,173,1615,1906710,True
Netherlands,LOGISTIC,0.01,1000.00,554,553.630,2282835,2203239,554000,2836835,5.8259,329,1615,1906710,True
Netherlands,LOGISTIC,0.02,2000.00,403,403.390,3044916,2407248,806000,3850916,11.073,612,1615,1906710,True
Netherlands,LOGISTIC,0.2,20000.00,237,237.250,4397767,3456340,4740000,9137767,19.7194,550,1615,1906710,True
Netherlands,LOGISTIC,0.5,50000.00,143,143.250,6861807,6833605,7150000,14011807,38.3903,36,1615,1906710,True
Luxembourg,LINEAR,0.0001,10.00,945,945.000,41124,41124,9450,50574,0.0648,0,86,2402833,True
Luxembourg,LINEAR,0.0002,20.00,944,944.000,41139,41139,18880,60019,0.0648,0,86,2402833,True
Luxembourg,LINEAR,0.0005,50.00,944,944.000,41139,41139,47200,88339,0.0648,0,86,2402833,True
Luxembourg,LINEAR,0.001,100.00,943,943.000,41237,41237,94300,135537,0.065,0,86,2402833,True
Luxembourg,LINEAR,0.002,200.00,870,870.000,52945,52945,174000,226945,0.0835,0,86,2402833,True
Luxembourg,LINEAR,0.005,500.00,674,674.000,118737,118737,337000,455737,0.1872,0,86,2402833,True
Luxembourg,LINEAR,0.01,1000.00,505,505.000,238464,238464,505000,743464,0.3759,0,86,2402833,True
Luxembourg,LINEAR,0.02,2000.00,355,355.000,454766,454766,710000,1164766,0.7168,0,86,2402833,True
Luxembourg,LINEAR,0.05,5000.00,199,199.000,946793,946793,995000,1941793,1.4923,0,86,2402833,True
Luxembourg,LINEAR,0.1,10000.00,121,121.000,1499297,1499297,1210000,2709297,2.3632,0,86,2402833,True
Luxembourg,LINEAR,0.14142,14142.00,92,92.000,1830962,1830962,1301064,3132026,2.886,0,86,2402833,True
Luxembourg,LINEAR,0.15422,15422.00,87,87.000,1904076,1904076,1341714,3245790,3.0012,0,86,2402833,True
Luxembourg,LINEAR,0.16818,16818.00,79,79.000,2031826,2031826,1328622,3360448,3.2026,0,86,2402833,True
Luxembourg,LINEAR,0.2,20000.00,69,69.000,2207711,2207711,1380000,3587711,3.4798,0,86,2402833,True
Luxembourg,LINEAR,0.2,20000.00,69,69.000,2207711,2207711,1380000,3587711,3.4798,0,86,2402833,True
Luxembourg,LINEAR,0.20049,20049.00,69,69.000,2207711,2207711,1383381,3591092,3.4798,0,86,2402833,True
Luxembourg,LINEAR,0.22859,22859.00,63,63.000,2335834,2335834,1440117,3775951,3.6818,0,86,2402833,True
Luxembourg,LINEAR,0.24409,24409.00,62,62.000,2358959,2358959,1513358,3872317,3.7182,0,86,2402833,True
Luxembourg,LINEAR,0.25149,25149.00,61,61.000,2385109,2383963,1534089,3919198,3.7594,6,86,2402833,True
Luxembourg,LINEAR,0.25222,25222.00,61,61.000,2385109,2383963,1538542,3923651,3.7594,6,86,2402833,True
Luxembourg,LINEAR,0.2543,25430.00,61,61.000,2385109,2383963,1551230,3936339,3.7594,6,86,2402833,True
Luxembourg,LINEAR,0.25511,25511.00,61,61.000,2385109,2383963,1556171,3941280,3.7594,6,86,2402833,True
Luxembourg,LINEAR,0.25639,25639.00,59,59.000,2435139,2435139,1512701,3947840,3.8383,0,86,2402833,True
Luxembourg,LINEAR,0.25879,25879.00,59,59.000,2435139,2435139,1526861,3962000,3.8383,0,86,2402833,True
Luxembourg,LINEAR,0.26063,26063.00,59,59.000,2435139,2435139,1537717,3972856,3.8383,0,86,2402833,True
Luxembourg,LINEAR,0.26631,26631.00,58,57.500,2461669,2474973,1544598,4006267,3.8801,3,86,2402833,True
Luxembourg,LINEAR,0.28201,28201.00,53,53.000,2598498,2598498,1494653,4093151,4.0958,0,86,2402833,True
Luxembourg,LINEAR,0.31623,31623.00,50,50.000,2686781,2686781,1581150,4267931,4.2349,0,86,2402833,True
Luxembourg,LINEAR,0.5,50000.00,34,33.500,3325268,3346092,1700000,5025268,5.2413,19,86,2402833,True
Luxembourg,LINEAR,1,100000.00,22,22.000,4197312,4148075,2200000,6397312,6.6145,24,86,2402833,True
Luxembourg,LINEAR,2,200000.00,18,18.330,4828904,4635685,3600000,8428904,7.3248,25,86,2402833,True
Luxembourg,LINEAR,5,500000.00,15,15.500,6077183,5398884,7500000,13577183,8.1979,51,86,2402833,True
Luxembourg,LOGISTIC,0.0001,10.00,469,469.000,50402,50402,4690,55092,0.4392,0,86,71132,True
Luxembourg,LOGISTIC,0.0002,20.00,320,319.500,52556,52564,6400,58956,0.8388,3,86,71132,True
Luxembourg,LOGISTIC,0.0005,50.00,182,181.500,57047,57061,9100,66147,1.6471,19,86,71132,True
Luxembourg,LOGISTIC,0.001,100.00,108,108.000,62531,62531,10800,73331,2.5888,0,86,71132,True
Luxembourg,LOGISTIC,0.0014142,141.42,89,89.000,64786,64786,12586,77372,2.9662,0,86,71132,True
Luxembourg,LOGISTIC,0.0014452,144.52,86,86.000,65216,65214,12429,77645,3.0399,8,86,71132,True
Luxembourg,LOGISTIC,0.0014768,147.68,84,84.000,65504,65504,12405,77909,3.0888,0,86,71132,True
Luxembourg,LOGISTIC,0.0015422,154.22,82,82.000,65805,65805,12646,78451,3.1392,0,86,71132,True
Luxembourg,LOGISTIC,0.0016818,168.18,79,79.000,66285,66282,13286,79571,3.2182,4,86,71132,True
Luxembourg,LOGISTIC,0.0018787,187.87,71,71.000,67723,67723,13339,81062,3.4504,0,86,71132,True
Luxembourg,LOGISTIC,0.002,200.00,68,68.000,68295,68295,13600,81895,3.5338,0,86,71132,True
Luxembourg,LOGISTIC,0.002,200.00,68,68.000,68295,68295,13600,81895,3.5338,0,86,71132,True
Luxembourg,LOGISTIC,0.0024424,244.24,60,60.000,70055,70055,14654,84709,3.8105,0,86,71132,True
Luxembourg,LOGISTIC,0.0025149,251.49,58,58.000,70555,70555,14586,85141,3.8997,0,86,71132,True
Luxembourg,LOGISTIC,0.0026079,260.79,57,57.000,70812,70812,14865,85677,3.9461,0,86,71132,True
Luxembourg,LOGISTIC,0.0026294,262.94,57,57.000,70812,70812,14988,85800,3.9461,0,86,71132,True
Luxembourg,LOGISTIC,0.002651,265.10,55,55.250,71351,71274,14581,85932,4.0443,11,86,71132,True
Luxembourg,LOGISTIC,0.0026631,266.31,55,55.000,71351,71340,14647,85998,4.0443,10,86,71132,True
Luxembourg,LOGISTIC,0.0026949,269.49,55,55.000,71351,71340,14822,86173,4.0443,10,86,71132,True
Luxembourg,LOGISTIC,0.0027847,278.47,54,54.000,71616,71616,15037,86653,4.085,0,86,71132,True
Luxembourg,LOGISTIC,0.0028201,282.01,54,54.000,71616,71616,15229,86845,4.085,0,86,71132,True
Luxembourg,LOGISTIC,0.0031623,316.23,54,54.000,71616,71616,17076,88692,4.085,0,86,71132,True
Luxembourg,LOGISTIC,0.0031751,317.51,54,54.000,71616,71616,17146,88762,4.085,0,86,71132,True
Luxembourg,LOGISTIC,0.005,500.00,40,39.500,77049,77227,20000,97049,4.8474,9,86,71132,True
Luxembourg,LOGISTIC,0.01,1000.00,24,24.370,88428,87771,24000,112428,6.3376,41,86,71132,True
Luxembourg,LOGISTIC,0.02,2000.00,19,19.000,96348,95410,38000,134348,7.3602,26,86,71132,True
Luxembourg,LOGISTIC,0.05,5000.00,16,15.670,107959,106668,80000,187959,8.9467,35,86,71132,True
Luxembourg,LOGISTIC,0.1,10000.00,14,14.500,124217,116384,140000,264217,11.9094,30,86,71132,True
Luxembourg,LOGISTIC,0.2,20000.00,12,11.600,153498,159319,240000,393498,17.3876,26,86,71132,True
Luxembourg,LOGISTIC,0.5,50000.00,2,2.000,484446,484446,100000,584446,88.6342,0,86,71132,True
Estonia,LINEAR,0.0001,10.00,1883,1883.000,1080578,1080578,18830,1099408,0.8197,0,292,5947125,True
Estonia,LINEAR,0.0002,20.00,1883,1883.000,1080578,1080578,37660,1118238,0.8197,0,292,5947125,True
Estonia,LINEAR,0.0005,50.00,1883,1883.000,1080578,1080578,94150,1174728,0.8197,0,292,5947125,True
Estonia,LINEAR,0.001,100.00,1881,1881.000,1080749,1080749,188100,1268849,0.8199,0,292,5947125,True
Estonia,LINEAR,0.002,200.00,1835,1835.000,1088269,1088269,367000,1455269,0.8256,0,292,5947125,True
Estonia,LINEAR,0.005,500.00,1500,1500.500,1204764,1204396,750000,1954764,0.914,3,292,5947125,True
Estonia,LINEAR,0.01,1000.00,1171,1171.000,1442247,1442247,1171000,2613247,1.0941,0,292,5947125,True
Estonia,LINEAR,0.02,2000.00,845,845.000,1905395,1905395,1690000,3595395,1.4455,0,292,5947125,True
Estonia,LINEAR,0.05,5000.00,498,498.500,3005167,3002638,2490000,5495167,2.2799,3,292,5947125,True
Estonia,LINEAR,0.1,10000.00,319,319.000,4280109,4278859,3190000,7470109,3.2472,12,292,5947125,True
Estonia,LINEAR,0.10905,10905.00,304,304.000,4436297,4435526,3315120,7751417,3.3659,12,292,5947125,True
Estonia,LINEAR,0.11388,11388.00,299,299.000,4492170,4491551,3405012,7897182,3.4082,8,292,5947125,True
Estonia,LINEAR,0.11637,11637.00,292,292.000,4572666,4572047,3398004,7970670,3.4693,8,292,5947125,True
Estonia,LINEAR,0.11892,11892.00,286,285.500,4642540,4648374,3401112,8043652,3.5223,9,292,5947125,True
Estonia,LINEAR,0.14142,14142.00,247,247.000,5143249,5143249,3493074,8636323,3.9021,0,292,5947125,True
Estonia,LINEAR,0.15128,15128.00,236,235.500,5304246,5311179,3570208,8874454,4.0244,7,292,5947125,True
Estonia,LINEAR,0.16818,16818.00,212,212.500,5687301,5678213,3565416,9252717,4.3149,3,292,5947125,True
Estonia,LINEAR,0.1834,18340.00,205,205.000,5809665,5809665,3759700,9569365,4.4077,0,292,5947125,True
Estonia,LINEAR,0.19152,19152.00,199,199.000,5921669,5921669,3811248,9732917,4.4927,0,292,5947125,False
Estonia,LINEAR,0.19667,19667.00,199,199.000,5921552,5921552,3913733,9835285,4.4927,0,292,5947125,True
Estonia,LINEAR,0.19829,19829.00,197,197.000,5961106,5961106,3906313,9867419,4.5227,0,292,5947125,True
Estonia,LINEAR,0.19992,19992.00,195,195.000,6001053,6001053,3898440,9899493,4.553,0,292,5947125,True
Estonia,LINEAR,0.2,20000.00,195,195.000,6001169,6001169,3900000,9901169,4.553,0,292,5947125,False
Estonia,LINEAR,0.20323,20323.00,193,193.000,6041379,6041379,3922339,9963718,4.5836,0,292,5947125,True
Estonia,LINEAR,0.21,21000.00,189,189.000,6123934,6123934,3969000,10092934,4.6463,0,292,5947125,True
Estonia,LINEAR,0.22424,22424.00,182,182.000,6276429,6276429,4081168,10357597,4.762,0,292,5947125,True
Estonia,LINEAR,0.25567,25567.00,166,165.500,6658058,6669818,4244122,10902180,5.0515,11,292,5947125,True
Estonia,LINEAR,0.5,50000.00,104,104.000,8818602,8800532,5200000,14018602,6.6919,14,292,5947125,True
Estonia,LINEAR,1,100000.00,73,72.830,11005208,10986711,7300000,18305208,8.3564,60,292,5947125,True
Estonia,LINEAR,2,200000.00,59,59.340,13220838,12839789,11800000,25020838,10.078,128,292,5947125,True
Estonia,LINEAR,5,500000.00,48,47.700,17235216,16650321,24000000,41235216,13.282,104,292,5947125,True
Estonia,LOGISTIC,0.0001,10.00,1152,1152.000,114375,114375,11520,125895,1.1117,0,292,173541,True
Estonia,LOGISTIC,0.0002,20.00,845,845.000,118734,118734,16900,135634,1.4547,0,292,173541,True
Estonia,LOGISTIC,0.0005,50.00,540,540.000,128070,128070,27000,155070,2.1515,0,292,173541,True
Estonia,LOGISTIC,0.001,100.00,360,360.000,140790,140789,36000,176790,3.0271,4,292,173541,True
Estonia,LOGISTIC,0.0011892,118.92,318,318.500,145394,145327,37817,183211,3.3266,11,292,173541,True
Estonia,LOGISTIC,0.0012968,129.68,300,300.500,147616,147543,38904,186520,3.47,15,292,173541,True
Estonia,LOGISTIC,0.0013543,135.43,292,292.500,148687,148599,39546,188233,3.542,9,292,173541,True
Estonia,LOGISTIC,0.0014142,141.42,281,281.000,150203,150189,39739,189942,3.648,10,292,173541,True
Estonia,LOGISTIC,0.0017605,176.05,252,252.000,154874,154869,44365,199239,3.948,20,292,173541,True
Estonia,LOGISTIC,0.002,200.00,232,232.500,158626,158514,46400,205026,4.1797,17,292,173541,True
Estonia,LOGISTIC,0.002,200.00,232,232.500,158626,158514,46400,205026,4.1797,17,292,173541,True
Estonia,LOGISTIC,0.0022887,228.87,208,207.500,163727,163841,47605,211332,4.4882,7,292,173541,True
Estonia,LOGISTIC,0.0025149,251.49,199,199.000,165893,165879,50047,215940,4.617,10,292,173541,True
Estonia,LOGISTIC,0.0028201,282.01,182,181.500,170412,170545,51326,221738,4.8876,13,292,173541,True
Estonia,LOGISTIC,0.0029753,297.53,172,171.500,173290,173437,51175,224465,5.0466,19,292,173541,True
Estonia,LOGISTIC,0.0029863,298.63,172,171.500,173293,173440,51364,224657,5.0466,19,292,173541,False
Estonia,LOGISTIC,0.0030745,307.45,171,171.330,173628,173487,52574,226202,5.063,22,292,173541,True
Estonia,LOGISTIC,0.0031623,316.23,168,167.670,174574,174640,53127,227701,5.131,35,292,173541,True
Estonia,LOGISTIC,0.003177,317.70,167,167.170,174904,174796,53056,227960,5.1607,42,292,173541,True
Estonia,LOGISTIC,0.0033924,339.24,160,159.670,177235,177268,54278,231513,5.3195,40,292,173541,True
Estonia,LOGISTIC,0.0038679,386.79,145,144.750,182617,182675,56085,238702,5.6141,29,292,173541,True
Estonia,LOGISTIC,0.005,500.00,130,129.500,189241,189491,65000,254241,5.9629,3,292,173541,True
Estonia,LOGISTIC,0.01,1000.00,91,90.830,216918,216405,91000,307918,7.3918,54,292,173541,True
Estonia,LOGISTIC,0.02,2000.00,68,68.020,250659,248733,136000,386659,8.9823,78,292,173541,True
Estonia,LOGISTIC,0.05,5000.00,44,44.150,333397,330235,220000,553397,15.4478,52,292,173541,True
Estonia,LOGISTIC,0.1,10000.00,37,36.670,380432,378090,370000,750432,20.3312,55,292,173541,True
Estonia,LOGISTIC,0.2,20000.00,20,19.500,610206,615223,400000,1010206,46.8465,20,292,173541,True
Estonia,LOGISTIC,0.5,50000.00,5,5.000,1048386,1048386,250000,1298386,93.2654,0,292,173541,True
Latvia,LINEAR,0.0001,10.00,2887,2887.000,1524121,1524121,28870,1552991,0.8055,0,496,7488147,True
Latvia,LINEAR,0.0002,20.00,2885,2885.000,1524156,1524156,57700,1581856,0.8055,0,496,7488147,True
Latvia,LINEAR,0.0005,50.00,2884,2884.000,1524182,1524182,144200,1668382,0.8055,0,496,7488147,True
Latvia,LINEAR,0.001,100.00,2881,2881.000,1524412,1524412,288100,1812512,0.8057,0,496,7488147,True
Latvia,LINEAR,0.002,200.00,2791,2791.000,1539265,1539265,558200,2097465,0.8135,0,496,7488147,True
Latvia,LINEAR,0.005,500.00,2219,2219.000,1736783,1736783,1109500,2846283,0.9179,0,496,7488147,True
Latvia,LINEAR,0.01,1000.00,1720,1720.000,2092248,2092248,1720000,3812248,1.1058,0,496,7488147,True
Latvia,LINEAR,0.02,2000.00,1244,1244.000,2774019,2774019,2488000,5262019,1.4661,0,496,7488147,True
Latvia,LINEAR,0.05,5000.00,718,718.000,4433026,4432863,3590000,8023026,2.3429,18,496,7488147,True
Latvia,LINEAR,0.070711,7071.10,568,568.500,5322224,5318603,4016385,9338609,2.8128,7,496,7488147,True
Latvia,LINEAR,0.08409,8409.00,502,502.000,5833516,5833005,4221318,10054834,3.0831,14,496,7488147,True
Latvia,LINEAR,0.085931,8593.10,498,498.500,5867805,5862676,4279364,10147169,3.1012,11,496,7488147,True
Latvia,LINEAR,0.086398,8639.80,496,496.500,5885016,5879887,4285341,10170357,3.1103,11,496,7488147,True
Latvia,LINEAR,0.086867,8686.70,494,494.500,5902337,5897208,4291230,10193567,3.1194,11,496,7488147,True
Latvia,LINEAR,0.087813,8781.30,493,493.000,5911012,5910320,4329181,10240193,3.124,14,496,7488147,True
Latvia,LINEAR,0.0917,9170.00,482,482.000,6009735,6009086,4419940,10429675,3.1762,11,496,7488147,True
Latvia,LINEAR,0.1,10000.00,447,447.000,6343780,6343780,4470000,10813780,3.3527,0,496,7488147,True
Latvia,LINEAR,0.1,10000.00,447,447.000,6343780,6343780,4470000,10813780,3.3527,0,496,7488147,True
Latvia,LINEAR,0.11232,11232.00,417,417.400,6662713,6657924,4683744,11346457,3.5213,12,496,7488147,True
Latvia,LINEAR,0.12806,12806.00,378,377.500,7129582,7134794,4840668,11970250,3.768,9,496,7488147,True
Latvia,LINEAR,0.13674,13674.00,364,364.000,7312729,7312729,4977336,12290065,3.8648,0,496,7488147,True
Latvia,LINEAR,0.1413,14130.00,354,354.500,7452573,7445119,5002020,12454593,3.9387,15,496,7488147,True
Latvia,LINEAR,0.14142,14142.00,354,354.500,7452573,7445119,5006268,12458841,3.9387,15,496,7488147,True
Latvia,LINEAR,0.14246,14246.00,352,351.500,7480805,7487743,5014592,12495397,3.9537,15,496,7488147,True
Latvia,LINEAR,0.14364,14364.00,347,347.000,7552844,7552222,4984308,12537152,3.9917,18,496,7488147,True
Latvia,LINEAR,0.14601,14601.00,343,343.000,7610860,7610238,5008143,12619003,4.0224,18,496,7488147,True
Latvia,LINEAR,0.2,20000.00,267,267.330,8907168,8899184,5340000,14247168,4.7075,32,496,7488147,True
Latvia,LINEAR,0.5,50000.00,147,146.600,12569238,12560406,7350000,19919238,6.6429,43,496,7488147,True
Latvia,LINEAR,1,100000.00,109,108.980,15356049,15107514,10900000,26256049,8.1158,149,496,7488147,True
Latvia,LINEAR,2,200000.00,97,97.100,17717105,16833832,19400000,37117105,9.3636,247,496,7488147,True
Latvia,LINEAR,5,500000.00,80,80.270,23634072,22508980,40000000,63634072,12.4908,146,496,7488147,True
Latvia,LOGISTIC,0.0001,10.00,1669,1669.000,163919,163919,16690,180609,1.1363,0,496,230313,True
Latvia,LOGISTIC,0.0002,20.00,1246,1246.000,169923,169923,24920,194843,1.4732,0,496,230313,True
Latvia,LOGISTIC,0.0005,50.00,765,765.000,185072,185065,38250,223322,2.2512,20,496,230313,True
Latvia,LOGISTIC,0.001,100.00,504,503.500,203149,203187,50400,253549,3.1254,27,496,230313,True
Latvia,LOGISTIC,0.0010219,102.19,498,497.500,203756,203796,50891,254647,3.1553,25,496,230313,True
Latvia,LOGISTIC,0.0010274,102.74,496,495.500,203960,204001,50959,254919,3.163,17,496,230313,True
Latvia,LOGISTIC,0.001033,103.30,493,493.000,204267,204258,50927,255194,3.1737,18,496,230313,True
Latvia,LOGISTIC,0.0010443,104.43,492,491.500,204370,204414,51380,255750,3.1773,15,496,230313,True
Latvia,LOGISTIC,0.0010905,109.05,480,479.670,205643,205670,52344,257987,3.2357,28,496,230313,True
Latvia,LOGISTIC,0.0011892,118.92,448,448.000,209296,209280,53276,262572,3.4127,39,496,230313,True
Latvia,LOGISTIC,0.0013357,133.57,416,416.000,213336,213325,55565,268901,3.5881,26,496,230313,True
Latvia,LOGISTIC,0.0014142,141.42,398,398.500,215809,215734,56285,272094,3.7086,27,496,230313,True
Latvia,LOGISTIC,0.0017364,173.64,352,351.500,223049,223127,61121,284170,4.0457,35,496,230313,True
Latvia,LOGISTIC,0.0019798,197.98,317,317.000,229591,229523,62760,292351,4.3256,36,496,230313,True
Latvia,LOGISTIC,0.002,200.00,317,317.000,229591,229523,63400,292991,4.3256,36,496,230313,True
Latvia,LOGISTIC,0.002,200.00,317,317.000,229591,229523,63400,292991,4.3256,36,496,230313,True
Latvia,LOGISTIC,0.0020458,204.58,315,315.000,229989,229927,64443,294432,4.3506,38,496,230313,True
Latvia,LOGISTIC,0.002114,211.40,309,309.000,231241,231180,65323,296564,4.3977,38,496,230313,True
Latvia,LOGISTIC,0.0021179,211.79,309,309.000,231241,231180,65443,296684,4.3977,38,496,230313,True
Latvia,LOGISTIC,0.0022427,224.27,298,298.420,233654,233483,66832,300486,4.4962,63,496,230313,False
Latvia,LOGISTIC,0.0022573,225.73,298,298.000,233647,233577,67268,300915,4.4954,65,496,230313,True
Latvia,LOGISTIC,0.0025149,251.49,270,269.500,240366,240399,67902,308268,4.7824,75,496,230313,True
