region,func,w,lambda_eur,n_open,sum_y_lp,travelcost_multistart,travelcost_lp_relaxation,facilitycost_eur,totalcost_eur,mean_traveltime_min,frac_open,baseline_facilities,baseline_travelcost,on_pareto_frontier
Norway,LINEAR,0.56583,56583.00,400,399.670,42376387,42369256,22633200,65009587,8.2927,40,755,40818616,True
Norway,LINEAR,0.64514,64514.00,363,362.580,44597514,44606769,23418582,68016096,8.7274,43,755,40818616,True
Norway,LINEAR,0.7,70000.00,344,344.500,45904054,45827105,24080000,69984054,8.9831,23,755,40818616,True
Norway,LINEAR,1,100000.00,271,271.000,52053418,52034320,27100000,79153418,10.1865,23,755,40818616,True
Norway,LINEAR,1.5,150000.00,212,212.000,59237740,59156415,31800000,91037740,11.5924,34,755,40818616,True
Norway,LINEAR,2,200000.00,187,186.650,63551721,63469825,37400000,100951721,12.4366,46,755,40818616,True
Norway,LINEAR,3,300000.00,158,157.680,71549540,70779228,47400000,118949540,14.0017,154,755,40818616,True
Norway,LINEAR,5,500000.00,131,131.440,82238602,81103306,65500000,147738602,16.0935,124,755,40818616,True
Norway,LOGISTIC,0.0001,10.00,5286,5286.000,449022,449022,52860,501882,1.1612,0,755,895553,True
Norway,LOGISTIC,0.0002,20.00,3942,3942.000,468413,468410,78840,547253,1.5647,18,755,895553,True
Norway,LOGISTIC,0.0005,50.00,2488,2488.000,515448,515439,124400,639848,2.4968,52,755,895553,True
Norway,LOGISTIC,0.001,100.00,1594,1594.500,578000,577934,159400,737400,3.6769,27,755,895553,True
Norway,LOGISTIC,0.002,200.00,987,987.000,662652,662601,197400,860052,5.1377,43,755,895553,True
Norway,LOGISTIC,0.0025149,251.49,840,840.500,695337,695179,211252,906589,5.6543,36,755,895553,True
Norway,LOGISTIC,0.0028201,282.01,775,775.000,712651,712601,218558,931209,5.927,36,755,895553,True
Norway,LOGISTIC,0.0029863,298.63,758,757.500,717599,717678,226362,943961,5.9987,39,755,895553,True
Norway,LOGISTIC,0.0030077,300.77,754,753.500,718800,718879,226781,945581,6.0157,39,755,895553,True
Norway,LOGISTIC,0.0030293,302.93,748,747.500,720613,720692,226592,947205,6.0405,39,755,895553,True
Norway,LOGISTIC,0.003073,307.30,740,739.500,723041,723127,227402,950443,6.0745,29,755,895553,True
Norway,LOGISTIC,0.0031623,316.23,724,724.000,728021,727970,228951,956972,6.1502,34,755,895553,True
Norway,LOGISTIC,0.00391,391.00,641,640.670,757219,757324,250631,1007850,6.5634,19,755,895553,True
Norway,LOGISTIC,0.005,500.00,547,547.000,798449,798312,273500,1071949,7.1275,58,755,895553,True
Norway,LOGISTIC,0.005,500.00,547,547.000,798449,798312,273500,1071949,7.1275,58,755,895553,True
Norway,LOGISTIC,0.005083,508.30,541,540.830,801477,801425,274990,1076467,7.1752,48,755,895553,True
Norway,LOGISTIC,0.006608,660.80,453,453.170,853083,852738,299342,1152425,7.8923,47,755,895553,True
Norway,LOGISTIC,0.0070711,707.11,431,430.500,868144,868214,304764,1172908,8.0835,60,755,895553,True
Norway,LOGISTIC,0.0075342,753.42,416,416.000,878969,878761,313423,1192392,8.2304,31,755,895553,True
Norway,LOGISTIC,0.008045,804.50,407,406.830,885992,885989,327432,1213424,8.3229,34,755,895553,True
Norway,LOGISTIC,0.0083132,831.32,403,403.170,889450,888989,335022,1224472,8.3773,33,755,895553,True
Norway,LOGISTIC,0.008409,840.90,396,396.500,895455,894558,332996,1228451,8.457,35,755,895553,True
Norway,LOGISTIC,0.0084506,845.06,394,394.500,897143,896246,332954,1230097,8.4746,35,755,895553,True
Norway,LOGISTIC,0.0085904,859.04,392,392.500,898853,897957,336744,1235597,8.4939,35,755,895553,True
Norway,LOGISTIC,0.01,1000.00,357,357.000,931390,931043,357000,1288390,8.9509,28,755,895553,True
Norway,LOGISTIC,0.02,2000.00,230,230.330,1114205,1112096,460000,1574205,11.2925,25,755,895553,True
Norway,LOGISTIC,0.05,5000.00,140,140.400,1403363,1394170,700000,2103363,15.9175,95,755,895553,True
Norway,LOGISTIC,0.1,10000.00,94,94.330,1727081,1711610,940000,2667081,23.9749,45,755,895553,True
Norway,LOGISTIC,0.2,20000.00,60,60.330,2201316,2190889,1200000,3401316,38.0014,25,755,895553,True
Norway,LOGISTIC,0.5,50000.00,26,26.000,3298694,3293722,1300000,4598694,70.3429,8,755,895553,True
Denmark,LINEAR,0.0001,10.00,8722,8722.000,2080062,2080062,87220,2167282,0.3615,0,466,37535777,True
Denmark,LINEAR,0.00015,15.00,8722,8722.000,2080062,2080062,130830,2210892,0.3615,0,466,37535777,True
Denmark,LINEAR,0.0002,20.00,8722,8722.000,2080062,2080062,174440,2254502,0.3615,0,466,37535777,True
Denmark,LINEAR,0.0003,30.00,8722,8722.000,2080062,2080062,261660,2341722,0.3615,0,466,37535777,True
Denmark,LINEAR,0.0005,50.00,8722,8722.000,2080062,2080062,436100,2516162,0.3615,0,466,37535777,True
Denmark,LINEAR,0.0007,70.00,8721,8721.000,2080131,2080131,610470,2690601,0.3615,0,466,37535777,True
Denmark,LINEAR,0.001,100.00,8715,8715.000,2080657,2080657,871500,2952157,0.3616,0,466,37535777,True
Denmark,LINEAR,0.0015,150.00,8630,8630.000,2091573,2091573,1294500,3386073,0.3635,0,466,37535777,True
Denmark,LINEAR,0.002,200.00,8344,8344.000,2142449,2142449,1668800,3811249,0.3723,0,466,37535777,True
Denmark,LINEAR,0.003,300.00,7639,7639.000,2319437,2319437,2291700,4611137,0.4031,0,466,37535777,True
Denmark,LINEAR,0.005,500.00,6483,6483.000,2775231,2775208,3241500,6016731,0.4823,12,466,37535777,True
Denmark,LINEAR,0.007,700.00,5702,5701.500,3239637,3239973,3991400,7231037,0.563,13,466,37535777,True
Denmark,LINEAR,0.01,1000.00,4931,4931.000,3887439,3887295,4931000,8818439,0.6755,20,466,37535777,True
Denmark,LINEAR,0.015,1500.00,4112,4111.500,4890532,4891158,6168000,11058532,0.8498,17,466,37535777,True
Denmark,LINEAR,0.02,2000.00,3583,3583.000,5809282,5809149,7166000,12975282,1.0095,28,466,37535777,True
Denmark,LINEAR,0.03,3000.00,2914,2913.500,7455980,7457287,8742000,16197980,1.2956,9,466,37535777,True
Denmark,LINEAR,0.05,5000.00,2179,2179.000,10301062,10300968,10895000,21196062,1.79,12,466,37535777,True
Denmark,LINEAR,0.07,7000.00,1746,1745.670,12858824,12860189,12222000,25080824,2.2345,35,466,37535777,True
Denmark,LINEAR,0.1,10000.00,1319,1319.170,16431305,16427499,13190000,29621305,2.8553,41,466,37535777,True
Denmark,LINEAR,0.15,15000.00,934,933.500,21131827,21134966,14010000,35141827,3.6721,35,466,37535777,True
Denmark,LINEAR,0.2,20000.00,730,730.330,24671301,24662341,14600000,39271301,4.2872,42,466,37535777,True
Denmark,LINEAR,0.3,30000.00,538,537.500,29264226,29274928,16140000,45404226,5.0853,31,466,37535777,True
Denmark,LINEAR,0.31623,31623.00,513,513.420,30033874,30015799,16222599,46256473,5.219,45,466,37535777,True
Denmark,LINEAR,0.3546,35460.00,467,467.420,31581743,31560484,16559820,48141563,5.488,64,466,37535777,True
Denmark,LINEAR,0.35587,35587.00,466,465.920,31617556,31613769,16583542,48201098,5.4942,61,466,37535777,True
Denmark,LINEAR,0.35715,35715.00,464,464.250,31690157,31673229,16571760,48261917,5.5069,61,466,37535777,True
Denmark,LINEAR,0.35972,35972.00,460,459.750,31834515,31834606,16547120,48381635,5.5319,70,466,37535777,True
Denmark,LINEAR,0.3649,36490.00,457,457.080,31945920,31931157,16675930,48621850,5.5513,77,466,37535777,True
Denmark,LINEAR,0.3755,37550.00,446,446.000,32356447,32340948,16747300,49103747,5.6226,72,466,37535777,True
Denmark,LINEAR,0.39764,39764.00,425,425.250,33166939,33145983,16899700,50066639,5.7635,67,466,37535777,True
Denmark,LINEAR,0.5,50000.00,365,365.170,35820943,35797386,18250000,54070943,6.2247,54,466,37535777,True
Denmark,LINEAR,0.54388,54388.00,344,344.250,36921396,36879413,18709472,55630868,6.4159,61,466,37535777,True
Denmark,LINEAR,0.54525,54525.00,342,342.500,37029171,36974721,18647550,55676721,6.4346,64,466,37535777,True
Denmark,LINEAR,0.55544,55544.00,335,335.000,37415284,37386612,18607240,56022524,6.5017,52,466,37535777,True
Denmark,LINEAR,0.55719,55719.00,334,334.000,37470870,37442199,18610146,56081016,6.5114,52,466,37535777,True
Denmark,LINEAR,0.56724,56724.00,329,329.330,37754910,37705022,18662196,56417106,6.5607,57,466,37535777,True
Denmark,LINEAR,0.56939,56939.00,329,329.330,37754910,37705022,18732931,56487841,6.5607,57,466,37535777,True
Denmark,LINEAR,0.59161,59161.00,322,322.250,38148632,38115427,19049842,57198474,6.6292,59,466,37535777,True
Denmark,LINEAR,0.5946,59460.00,321,321.330,38207618,38169836,19086660,57294278,6.6394,56,466,37535777,True
Denmark,LINEAR,0.7,70000.00,280,279.750,40826713,40827527,19600000,60426713,7.0945,61,466,37535777,True
Denmark,LINEAR,0.70711,70711.00,276,276.080,41105811,41086043,19516236,60622047,7.143,53,466,37535777,True
Denmark,LINEAR,1,100000.00,211,211.270,46554316,46475815,21100000,67654316,8.0898,89,466,37535777,True
Denmark,LINEAR,1.5,150000.00,158,157.630,53383015,53145277,23700000,77083015,9.2765,109,466,37535777,True
Denmark,LINEAR,2,200000.00,130,130.220,58143641,57900473,26000000,84143641,10.1037,131,466,37535777,True
Denmark,LOGISTIC,0.0001,10.00,4739,4739.000,472370,472369,47390,519760,0.7124,16,466,860109,True
Denmark,LOGISTIC,0.0002,20.00,3470,3470.000,490471,490468,69400,559871,1.0553,26,466,860109,True
Denmark,LOGISTIC,0.0005,50.00,2117,2117.000,533891,533882,105850,639741,1.8593,60,466,860109,True
Denmark,LOGISTIC,0.001,100.00,1334,1334.500,589674,589572,133400,723074,2.8587,51,466,860109,True
Denmark,LOGISTIC,0.002,200.00,778,778.500,666910,666691,155600,822510,4.1796,105,466,860109,True
Denmark,LOGISTIC,0.0031623,316.23,579,579.120,716322,716189,183097,899419,4.9403,50,466,860109,True
Denmark,LOGISTIC,0.0039764,397.64,497,496.580,745939,745570,197627,943566,5.3738,149,466,860109,True
Denmark,LOGISTIC,0.0042107,421.07,477,476.750,754019,753640,200850,954869,5.4876,140,466,860109,True
Denmark,LOGISTIC,0.004333,433.30,469,468.920,757416,756972,203218,960634,5.541,135,466,860109,True
Denmark,LOGISTIC,0.0043955,439.55,466,466.000,758737,758240,204830,963567,5.5603,138,466,860109,True
Denmark,LOGISTIC,0.0044589,445.89,461,461.000,760936,760458,205555,966491,5.5895,136,466,860109,True
Denmark,LOGISTIC,0.005,500.00,424,423.610,778613,778214,212000,990613,5.8467,154,466,860109,True
Denmark,LOGISTIC,0.005,500.00,424,423.610,778613,778214,212000,990613,5.8467,154,466,860109,True
Denmark,LOGISTIC,0.0057142,571.42,395,394.620,793756,793538,225711,1019467,6.0529,92,466,860109,True
Denmark,LOGISTIC,0.0070711,707.11,341,341.420,828142,827232,241125,1069267,6.521,109,466,860109,True
Denmark,LOGISTIC,0.0074284,742.84,329,329.170,836822,836105,244394,1081216,6.6417,101,466,860109,True
Denmark,LOGISTIC,0.008409,840.90,305,304.960,855507,855222,256474,1111982,6.8964,112,466,860109,True
Denmark,LOGISTIC,0.0084697,846.97,303,303.300,857099,856630,256632,1113731,6.9115,109,466,860109,True
Denmark,LOGISTIC,0.0087521,875.21,298,298.420,861812,860818,260813,1122625,6.9658,109,466,860109,True
Denmark,LOGISTIC,0.0087813,878.13,298,298.420,862081,860818,261683,1123764,6.9722,109,466,860109,False
Denmark,LOGISTIC,0.0090439,904.39,291,291.500,868006,866967,263177,1131183,7.0489,93,466,860109,True
Denmark,LOGISTIC,0.00917,917.00,288,288.170,870668,869993,264096,1134764,7.082,94,466,860109,True
Denmark,LOGISTIC,0.0096569,965.69,283,282.920,875738,874943,273290,1149028,7.1329,96,466,860109,True
Denmark,LOGISTIC,0.01,1000.00,278,277.580,880968,880164,278000,1158968,7.192,124,466,860109,True
Denmark,LOGISTIC,0.02,2000.00,179,178.770,1019827,1018598,358000,1377827,8.7953,100,466,860109,True
Austria,LINEAR,0.0001,10.00,19596,19596.000,1918504,1918504,195960,2114464,0.2148,0,1129,43066126,True
Austria,LINEAR,0.00015,15.00,19596,19596.000,1918504,1918504,293940,2212444,0.2148,0,1129,43066126,True
Austria,LINEAR,0.0002,20.00,19596,19596.000,1918504,1918504,391920,2310424,0.2148,0,1129,43066126,True
Austria,LINEAR,0.0003,30.00,19596,19596.000,1918504,1918504,587880,2506384,0.2148,0,1129,43066126,True
Austria,LINEAR,0.0005,50.00,19593,19593.000,1918627,1918627,979650,2898277,0.2148,0,1129,43066126,True
Austria,LINEAR,0.0007,70.00,19589,19589.000,1918879,1918879,1371230,3290109,0.2148,0,1129,43066126,True
Austria,LINEAR,0.001,100.00,19526,19526.000,1924576,1924576,1952600,3877176,0.2155,0,1129,43066126,True
Austria,LINEAR,0.0015,150.00,18835,18835.000,2014447,2014447,2825250,4839697,0.2255,0,1129,43066126,True
Austria,LINEAR,0.002,200.00,17536,17536.500,2243255,2243144,3507200,5750455,0.2512,3,1129,43066126,True
Austria,LINEAR,0.003,300.00,14987,14987.000,2874661,2874661,4496100,7370761,0.3219,0,1129,43066126,True
Austria,LINEAR,0.005,500.00,11720,11720.000,4154998,4154957,5860000,10014998,0.4652,16,1129,43066126,True
Austria,LINEAR,0.007,700.00,9774,9774.500,5303606,5303210,6841800,12145406,0.5938,9,1129,43066126,True
Austria,LINEAR,0.01,1000.00,7966,7966.000,6821348,6821158,7966000,14787348,0.7637,30,1129,43066126,True
Austria,LINEAR,0.015,1500.00,6208,6207.830,8972860,8972532,9312000,18284860,1.0046,47,1129,43066126,True
Austria,LINEAR,0.02,2000.00,5150,5149.500,10798286,10798819,10300000,21098286,1.209,47,1129,43066126,True
Austria,LINEAR,0.03,3000.00,3952,3951.670,13741754,13740994,11856000,25597754,1.5386,78,1129,43066126,True
Austria,LINEAR,0.05,5000.00,2823,2823.500,18132937,18127570,14115000,32247937,2.0302,81,1129,43066126,True
Austria,LINEAR,0.07,7000.00,2258,2258.330,21477153,21470953,15806000,37283153,2.4046,91,1129,43066126,True
Austria,LINEAR,0.1,10000.00,1756,1755.750,25687548,25684155,17560000,43247548,2.876,93,1129,43066126,True
Austria,LINEAR,0.14142,14142.00,1370,1370.420,30273781,30261448,19374540,49648321,3.3895,106,1129,43066126,True
Austria,LINEAR,0.15,15000.00,1304,1304.000,31231701,31227503,19560000,50791701,3.4968,86,1129,43066126,True
Austria,LINEAR,0.16818,16818.00,1200,1200.250,32895905,32881560,20181600,53077505,3.6831,117,1129,43066126,True
Austria,LINEAR,0.1834,18340.00,1127,1126.860,34179497,34171327,20669180,54848677,3.8268,138,1129,43066126,True
Austria,LINEAR,0.2,20000.00,1055,1055.000,35566793,35552873,21100000,56666793,3.9821,100,1129,43066126,True
Austria,LINEAR,0.25149,25149.00,894,894.250,39172635,39156006,22483206,61655841,4.3859,119,1129,43066126,True
Austria,LINEAR,0.28201,28201.00,818,818.500,41219352,41167935,23068418,64287770,4.615,127,1129,43066126,True
Austria,LINEAR,0.29863,29863.00,786,786.000,42147127,42117566,23472318,65619445,4.7189,172,1129,43066126,True
Austria,LINEAR,0.3,30000.00,782,782.000,42268749,42237217,23460000,65728749,4.7325,172,1129,43066126,True
Austria,LINEAR,0.3,30000.00,782,782.000,42268749,42237217,23460000,65728749,4.7325,172,1129,43066126,True
Austria,LINEAR,0.3073,30730.00,763,762.920,42845528,42816160,23446990,66292518,4.7971,176,1129,43066126,True
Austria,LINEAR,0.30973,30973.00,757,757.170,43033783,42993529,23446561,66480344,4.8182,181,1129,43066126,True
Austria,LINEAR,0.31173,31173.00,755,754.670,43086775,43071368,23535615,66622390,4.8241,183,1129,43066126,True
Austria,LINEAR,0.31623,31623.00,746,746.240,43371613,43335653,23590758,66962371,4.856,184,1129,43066126,True
Austria,LINEAR,0.31978,31978.00,738,738.310,43624163,43587578,23599764,67223927,4.8843,186,1129,43066126,True
Austria,LINEAR,0.34087,34087.00,709,709.130,44585783,44546689,24167683,68753466,4.9919,119,1129,43066126,True
Austria,LINEAR,0.3873,38730.00,643,642.580,46959893,46945356,24903390,71863283,5.2577,129,1129,43066126,True
Austria,LINEAR,0.5,50000.00,525,524.640,52139462,52136234,26250000,78389462,5.8387,107,1129,43066126,True
Austria,LINEAR,0.7,70000.00,442,442.120,57454846,57043586,30940000,88394846,6.4328,163,1129,43066126,True
Austria,LOGISTIC,0.0001,10.00,7385,7385.000,741053,741051,73850,814903,0.8356,58,1129,1159014,True
Austria,LOGISTIC,0.0002,20.00,4844,4844.000,776789,776782,96880,873669,1.2857,76,1129,1159014,True
Austria,LOGISTIC,0.0005,50.00,2765,2764.500,842260,842235,138250,980510,2.0744,161,1129,1159014,True
Austria,LOGISTIC,0.001,100.00,1789,1789.320,910818,910745,178900,1089718,2.859,78,1129,1159014,True
Austria,LOGISTIC,0.002,200.00,1142,1141.960,1001308,1001109,228400,1229708,3.8312,136,1129,1159014,True
Austria,LOGISTIC,0.0020288,202.88,1135,1134.750,1002784,1002562,230269,1233053,3.8467,150,1129,1159014,True
Austria,LOGISTIC,0.0020434,204.34,1126,1126.030,1004531,1004337,230087,1234618,3.8656,172,1129,1159014,True
Austria,LOGISTIC,0.0020581,205.81,1123,1123.240,1005203,1004909,231125,1236328,3.8712,146,1129,1159014,True
Austria,LOGISTIC,0.0021179,211.79,1097,1097.420,1010670,1010313,232334,1243004,3.929,220,1129,1159014,True
Austria,LOGISTIC,0.0022427,224.27,1050,1050.470,1021006,1020544,235483,1256490,4.0275,224,1129,1159014,True
Austria,LOGISTIC,0.0025149,251.49,984,984.250,1036680,1036337,247466,1284146,4.1902,169,1129,1159014,True
Austria,LOGISTIC,0.0026564,265.64,931,930.580,1050421,1050242,247311,1297732,4.3325,157,1129,1159014,True
Austria,LOGISTIC,0.0031623,316.23,833,833.100,1079179,1078529,263420,1342599,4.6123,202,1129,1159014,True
Austria,LOGISTIC,0.0034534,345.34,789,789.000,1093777,1093094,272473,1366250,4.7472,188,1129,1159014,True
Austria,LOGISTIC,0.0039764,397.64,723,722.580,1118297,1117636,287494,1405791,4.9975,169,1129,1159014,True
Austria,LOGISTIC,0.0044589,445.89,683,682.750,1135434,1134455,304543,1439977,5.1584,223,1129,1159014,True
Austria,LOGISTIC,0.0044894,448.94,680,679.920,1136764,1135722,305279,1442043,5.1685,212,1129,1159014,True
Austria,LOGISTIC,0.0047217,472.17,656,656.170,1147668,1146635,309744,1457412,5.266,149,1129,1159014,True
Austria,LOGISTIC,0.0047937,479.37,648,648.140,1151293,1150456,310632,1461925,5.2958,161,1129,1159014,True
Austria,LOGISTIC,0.0048589,485.89,641,641.480,1154481,1153675,311455,1465936,5.324,144,1129,1159014,True
Austria,LOGISTIC,0.0049535,495.35,632,631.580,1159611,1158522,313061,1472672,5.3742,165,1129,1159014,True
Austria,LOGISTIC,0.005,500.00,629,628.740,1160623,1159944,314500,1475123,5.3854,181,1129,1159014,True
Austria,LOGISTIC,0.0051187,511.87,621,620.920,1165064,1163902,317871,1482935,5.4175,153,1129,1159014,True
Austria,LOGISTIC,0.0058362,583.62,570,569.720,1195563,1191784,332663,1528226,5.6843,228,1129,1159014,True
Austria,LOGISTIC,0.5,50000.00,45,45.250,5902163,5876890,2250000,8152163,74.2168,15,1129,1159014,True
Portugal,LINEAR,0.0001,10.00,18485,18485.000,1503188,1503188,184850,1688038,0.1526,0,1882,34176605,True
Portugal,LINEAR,0.0002,20.00,18485,18485.000,1503188,1503188,369700,1872888,0.1526,0,1882,34176605,True
Portugal,LINEAR,0.0005,50.00,18483,18483.000,1503269,1503269,924150,2427419,0.1526,0,1882,34176605,True
Portugal,LINEAR,0.001,100.00,18457,18457.000,1505450,1505450,1845700,3351150,0.1528,0,1882,34176605,True
Portugal,LINEAR,0.002,200.00,17102,17102.000,1726528,1726528,3420400,5146928,0.1753,0,1882,34176605,True
Portugal,LINEAR,0.005,500.00,12042,12042.000,3404818,3404768,6021000,9425818,0.3456,18,1882,34176605,True
Portugal,LINEAR,0.01,1000.00,8440,8439.500,5961223,5961491,8440000,14401223,0.6052,35,1882,34176605,True
Portugal,LINEAR,0.02,2000.00,5601,5600.750,9974449,9973016,11202000,21176449,1.0126,149,1882,34176605,True
Portugal,LINEAR,0.05,5000.00,3113,3112.640,17796186,17791408,15565000,33361186,1.8066,160,1882,34176605,True
Portugal,LINEAR,0.1,10000.00,1932,1932.000,26110765,26100658,19320000,45430765,2.6507,173,1882,34176605,True
Portugal,LINEAR,0.10219,10219.00,1900,1899.830,26434548,26425709,19416100,45850648,2.6835,191,1882,34176605,True
Portugal,LINEAR,0.1033,10330.00,1886,1886.170,26577602,26566000,19482380,46059982,2.6981,179,1882,34176605,True
Portugal,LINEAR,0.10386,10386.00,1877,1876.750,26671797,26663539,19494522,46166319,2.7076,180,1882,34176605,True
Portugal,LINEAR,0.10443,10443.00,1871,1870.750,26733857,26726010,19538853,46272710,2.7139,176,1882,34176605,True
Portugal,LINEAR,0.10905,10905.00,1819,1819.170,27288501,27276006,19836195,47124696,2.7702,165,1882,34176605,True
Portugal,LINEAR,0.11892,11892.00,1711,1710.750,28523840,28509653,20347212,48871052,2.8956,216,1882,34176605,True
Portugal,LINEAR,0.13429,13429.00,1551,1551.350,30557106,30531577,20828379,51385485,3.102,185,1882,34176605,True
Portugal,LINEAR,0.14142,14142.00,1491,1490.560,31379372,31368744,21085722,52465094,3.1855,176,1882,34176605,True
Portugal,LINEAR,0.15312,15312.00,1410,1409.830,32567499,32560364,21589920,54157419,3.3061,109,1882,34176605,True
Portugal,LINEAR,0.1635,16350.00,1349,1349.080,33541400,33522602,22056150,55597550,3.405,144,1882,34176605,True
Portugal,LINEAR,0.16895,16895.00,1321,1321.410,34003947,33981810,22318295,56322242,3.452,137,1882,34176605,True
Portugal,LINEAR,0.17174,17174.00,1310,1309.670,34192839,34181641,22497940,56690779,3.4711,146,1882,34176605,True
Portugal,LINEAR,0.17458,17458.00,1298,1297.500,34407159,34392648,22660484,57067643,3.4929,162,1882,34176605,True
Portugal,LINEAR,0.2,20000.00,1181,1181.330,36608517,36561470,23620000,60228517,3.7164,171,1882,34176605,True
Portugal,LINEAR,0.5,50000.00,608,608.320,64759994,53997565,30400000,95159994,6.5742,505,1882,34176605,True
Portugal,LOGISTIC,0.0001,10.00,7793,7793.330,803888,803883,77930,881818,0.6775,53,1882,1086434,True
Portugal,LOGISTIC,0.0002,20.00,5281,5280.830,839483,839460,105620,945103,1.0867,181,1882,1086434,True
Portugal,LOGISTIC,0.0005,50.00,3052,3051.670,909887,909791,152600,1062487,1.8535,308,1882,1086434,True
Portugal,LOGISTIC,0.001,100.00,1958,1957.500,987198,987070,195800,1182998,2.6512,267,1882,1086434,True
Portugal,LOGISTIC,0.0010443,104.43,1908,1908.330,992334,992111,199252,1191586,2.7037,219,1882,1086434,True
Portugal,LOGISTIC,0.0010671,106.71,1885,1884.920,994804,994577,201148,1195952,2.7289,237,1882,1086434,True
Portugal,LOGISTIC,0.0010905,109.05,1864,1864.250,997078,996810,203269,1200347,2.7516,220,1882,1086434,True
Portugal,LOGISTIC,0.0011892,118.92,1763,1762.920,1008691,1008393,209656,1218347,2.8684,328,1882,1086434,True
Portugal,LOGISTIC,0.0013873,138.73,1598,1597.540,1029869,1029537,221691,1251560,3.0748,275,1882,1086434,True
Portugal,LOGISTIC,0.0014142,141.42,1579,1578.910,1032626,1032154,223302,1255928,3.1019,293,1882,1086434,True
Portugal,LOGISTIC,0.0016818,168.18,1406,1406.470,1059665,1058728,236461,1296126,3.3633,380,1882,1086434,True
Portugal,LOGISTIC,0.0018035,180.35,1331,1331.470,1073027,1071823,240046,1313073,3.4948,326,1882,1086434,True
Portugal,LOGISTIC,0.001834,183.40,1316,1315.660,1075595,1074700,241354,1316949,3.5184,301,1882,1086434,True
Portugal,LOGISTIC,0.0019152,191.52,1279,1279.360,1082638,1081493,244954,1327592,3.5817,324,1882,1086434,True
Portugal,LOGISTIC,0.0019257,192.57,1271,1271.470,1084198,1083009,244756,1328954,3.5971,324,1882,1086434,True
Portugal,LOGISTIC,0.0019576,195.76,1256,1256.010,1086851,1086012,245875,1332726,3.6219,291,1882,1086434,True
Portugal,LOGISTIC,0.0019899,198.99,1241,1241.140,1089821,1088946,246947,1336768,3.6498,287,1882,1086434,True
Portugal,LOGISTIC,0.002,200.00,1238,1237.790,1090396,1089614,247600,1337996,3.6535,277,1882,1086434,True
Portugal,LOGISTIC,0.0020563,205.63,1220,1219.580,1093998,1093307,250869,1344867,3.688,242,1882,1086434,True
Portugal,LOGISTIC,0.0023445,234.45,1122,1122.130,1116353,1114735,263053,1379406,3.895,321,1882,1086434,True
Portugal,LOGISTIC,0.005,500.00,680,679.620,1315950,1261791,340000,1655950,5.8193,461,1882,1086434,True
Portugal,LOGISTIC,0.01,1000.00,491,491.340,1699178,1390976,491000,2190178,10.3973,998,1882,1086434,True
Portugal,LOGISTIC,0.1,10000.00,258,258.500,2753310,2216755,2580000,5333310,23.3311,568,1882,1086434,True
Portugal,LOGISTIC,0.2,20000.00,169,169.420,3629788,3527782,3380000,7009788,35.7101,148,1882,1086434,True
Portugal,LOGISTIC,0.5,50000.00,29,29.000,7958012,7958012,1450000,9408012,94.6478,0,1882,1086434,True
Czechia,LINEAR,0.0001,10.00,20944,20944.000,1510270,1510270,209440,1719710,0.144,0,1624,44425880,True
Czechia,LINEAR,0.00015,15.00,20943,20943.000,1510285,1510285,314145,1824430,0.144,0,1624,44425880,True
Czechia,LINEAR,0.0002,20.00,20941,20941.000,1510318,1510318,418820,1929138,0.144,0,1624,44425880,True
Czechia,LINEAR,0.0003,30.00,20938,20938.000,1510385,1510385,628140,2138525,0.144,0,1624,44425880,True
Czechia,LINEAR,0.0005,50.00,20933,20933.000,1510586,1510586,1046650,2557236,0.144,0,1624,44425880,True
Czechia,LINEAR,0.0007,70.00,20930,20930.000,1510786,1510786,1465100,2975886,0.144,0,1624,44425880,True
Czechia,LINEAR,0.001,100.00,20864,20864.000,1516809,1516809,2086400,3603209,0.1446,0,1624,44425880,True
Czechia,LINEAR,0.0015,150.00,20359,20359.000,1582937,1582937,3053850,4636787,0.1509,0,1624,44425880,True
Czechia,LINEAR,0.002,200.00,19308,19308.000,1768771,1768771,3861600,5630371,0.1686,0,1624,44425880,True
Czechia,LINEAR,0.003,300.00,17006,17006.500,2341600,2341443,5101800,7443400,0.2232,3,1624,44425880,True
Czechia,LINEAR,0.005,500.00,13668,13668.000,3652137,3652114,6834000,10486137,0.3481,8,1624,44425880,True
Czechia,LINEAR,0.007,700.00,11547,11547.000,4913223,4913182,8082900,12996123,0.4683,10,1624,44425880,True
Czechia,LINEAR,0.01,1000.00,9504,9504.500,6624646,6624075,9504000,16128646,0.6315,27,1624,44425880,True
Czechia,LINEAR,0.015,1500.00,7462,7462.000,9136555,9136400,11193000,20329555,0.8709,32,1624,44425880,True
Czechia,LINEAR,0.02,2000.00,6265,6265.000,11213861,11213626,12530000,23743861,1.0689,16,1624,44425880,True
Czechia,LINEAR,0.03,3000.00,4854,4853.830,14674713,14674717,14562000,29236713,1.3988,45,1624,44425880,True
Czechia,LINEAR,0.05,5000.00,3495,3494.670,19878843,19879724,17475000,37353843,1.8948,42,1624,44425880,True
Czechia,LINEAR,0.07,7000.00,2765,2764.920,24167582,24165975,19355000,43522582,2.3036,71,1624,44425880,True
Czechia,LINEAR,0.1,10000.00,2127,2127.000,29485426,29482884,21270000,50755426,2.8105,58,1624,44425880,True
Czechia,LINEAR,0.14142,14142.00,1650,1649.750,35163466,35163208,23334300,58497766,3.3518,46,1624,44425880,True
