area,func,label,w,mean_t_logged,mean_t,stranded_pop,total_pop
FRB,LOGISTIC,row,0.2,3.8158,64.4783,1301755.0,2575076.0
FRB,LOGISTIC,row,0.5,0.1382,117.1574,2511112.0,2575076.0
FRB,LOGISTIC,row,0.0010443,3.7317,3.7317,0.0,2575076.0
FRB,LOGISTIC,row,0.0010671,3.7831,3.7831,0.0,2575076.0
FRB,LOGISTIC,row,0.0010729,3.8046,3.8046,0.0,2575076.0
FRB,LOGISTIC,row,0.0010788,3.8179,3.8179,0.0,2575076.0
FRB,LOGISTIC,row,0.0010905,3.8315,3.8315,0.0,2575076.0
FRB,LOGISTIC,row,0.0011892,3.9978,3.9977,0.0,2575076.0
FRB,LOGISTIC,row,0.0013948,4.2421,4.2421,0.0,2575076.0
FRB,LOGISTIC,row,0.0014142,4.2625,4.2625,0.0,2575076.0
FRB,LOGISTIC,row,0.0015903,4.4439,4.4447,18.0,2575076.0
FRB,LOGISTIC,row,0.0016981,4.5855,4.5863,18.0,2575076.0
FRB,LOGISTIC,row,0.0018133,4.7085,4.7085,0.0,2575076.0
FRB,LOGISTIC,row,0.002,4.8509,4.8509,0.0,2575076.0
FRB,LOGISTIC,S1,,,3.8046,0.0,2575076.0
FRB,LOGISTIC,S2,,,4.5863,18.0,2575076.0
FRC,LINEAR,row,0.0001,0.4054,0.9503,0.0,2799051.0
FRC,LINEAR,row,0.0002,0.4054,0.9503,0.0,2799051.0
FRC,LINEAR,row,0.0005,0.4054,0.9504,0.0,2799051.0
FRC,LINEAR,row,0.001,0.4059,0.9514,0.0,2799051.0
FRC,LINEAR,row,0.002,0.4425,1.0137,0.0,2799051.0
FRC,LINEAR,row,0.005,0.7417,1.4052,0.0,2799051.0
FRC,LINEAR,row,0.01,1.1747,1.9003,0.0,2799051.0
FRC,LINEAR,row,0.02,1.8017,2.5128,0.0,2799051.0
FRC,LINEAR,row,0.05,3.0389,3.7105,0.0,2799051.0
FRC,LINEAR,row,0.1,4.2053,4.8422,0.0,2799051.0
FRC,LINEAR,row,0.2,5.6913,6.2671,37.0,2799051.0
FRC,LINEAR,row,0.5,7.7789,8.3491,2343.0,2799051.0
FRC,LINEAR,row,0.070711,3.5675,3.5675,0.0,2799051.0
FRC,LINEAR,row,0.08409,3.8624,3.8624,0.0,2799051.0
FRC,LINEAR,row,0.0917,4.0214,4.0214,0.0,2799051.0
FRC,LINEAR,row,0.09576,4.1115,4.1115,0.0,2799051.0
FRC,LINEAR,row,0.097857,4.1557,4.1557,0.0,2799051.0
FRC,LINEAR,row,0.12721,4.6809,4.6809,0.0,2799051.0
FRC,LINEAR,row,0.13146,4.7732,4.7736,11.0,2799051.0
FRC,LINEAR,row,0.13584,4.8690,4.8693,9.0,2799051.0
FRC,LINEAR,row,0.14505,5.0092,5.0101,20.0,2799051.0
FRC,LINEAR,row,0.16538,5.2750,5.2754,11.0,2799051.0
FRC,LINEAR,S1,,,4.1557,0.0,2799051.0
FRC,LINEAR,S2,,,4.7736,11.0,2799051.0
FRC,LOGISTIC,row,0.0001,1.2576,1.9778,0.0,2799051.0
FRC,LOGISTIC,row,0.0002,1.8543,2.5634,0.0,2799051.0
FRC,LOGISTIC,row,0.0005,2.9876,3.6426,0.0,2799051.0
FRC,LOGISTIC,row,0.001,4.0672,4.7162,0.0,2799051.0
FRC,LOGISTIC,row,0.0016818,5.0577,5.6174,763.0,2799051.0
FRC,LOGISTIC,row,0.005,7.1052,7.5687,748.0,2799051.0
FRC,LOGISTIC,row,0.01,8.0757,11.3141,66586.0,2799051.0
FRC,LOGISTIC,row,0.1,8.3104,29.2127,483949.0,2799051.0
FRC,LOGISTIC,row,0.2,3.9695,68.3788,1502219.0,2799051.0
FRC,LOGISTIC,row,0.5,0.4247,112.6265,2617717.0,2799051.0
FRC,LOGISTIC,row,0.0010443,4.1381,4.1381,0.0,2799051.0
FRC,LOGISTIC,row,0.0010671,4.1714,4.1714,0.0,2799051.0
FRC,LOGISTIC,row,0.0010729,4.1853,4.1853,0.0,2799051.0
FRC,LOGISTIC,row,0.0010788,4.2010,4.2010,0.0,2799051.0
FRC,LOGISTIC,row,0.0010905,4.2162,4.2162,0.0,2799051.0
FRC,LOGISTIC,row,0.0011892,4.3848,4.3848,0.0,2799051.0
FRC,LOGISTIC,row,0.0013948,4.6643,4.6643,0.0,2799051.0
FRC,LOGISTIC,row,0.0014142,4.6999,4.6999,0.0,2799051.0
FRC,LOGISTIC,row,0.0015903,4.9067,4.9067,0.0,2799051.0
FRC,LOGISTIC,row,0.0016434,4.9879,4.9878,0.0,2799051.0
FRC,LOGISTIC,row,0.0016705,5.0283,5.0283,0.0,2799051.0
FRC,LOGISTIC,row,0.0016981,5.0712,5.0716,11.0,2799051.0
FRC,LOGISTIC,row,0.0018133,5.2046,5.2054,20.0,2799051.0
FRC,LOGISTIC,row,0.002,5.3629,5.3638,20.0,2799051.0
FRC,LOGISTIC,S1,,,4.1853,0.0,2799051.0
FRC,LOGISTIC,S2,,,5.0283,0.0,2799051.0
FRD,LINEAR,row,0.0001,0.3557,2.0182,0.0,3294655.0
FRD,LINEAR,row,0.0002,0.3557,2.0182,0.0,3294655.0
FRD,LINEAR,row,0.0005,0.3557,2.0182,0.0,3294655.0
FRD,LINEAR,row,0.001,0.3565,2.0200,0.0,3294655.0
FRD,LINEAR,row,0.002,0.4057,2.1404,0.0,3294655.0
FRD,LINEAR,row,0.005,0.7029,2.7677,0.0,3294655.0
FRD,LINEAR,row,0.01,1.0820,3.4143,0.0,3294655.0
FRD,LINEAR,row,0.02,1.5839,4.1282,0.0,3294655.0
FRD,LINEAR,row,0.05,2.5865,5.2744,0.0,3294655.0
FRD,LINEAR,row,0.1,3.5666,6.6544,0.0,3294655.0
FRD,LINEAR,row,0.5,6.7584,10.3280,5319.0,3294655.0
FRD,LINEAR,row,5,8.5091,34.1096,637702.0,3294655.0
FRD,LINEAR,row,0.10905,3.7078,3.7078,0.0,3294655.0
FRD,LINEAR,row,0.11144,3.7374,3.7374,0.0,3294655.0
FRD,LINEAR,row,0.11388,3.7716,3.7716,0.0,3294655.0
FRD,LINEAR,row,0.11892,3.8280,3.8280,0.0,3294655.0
FRD,LINEAR,row,0.14142,4.1830,4.1831,4.0,3294655.0
FRD,LINEAR,row,0.14487,4.2316,4.2317,4.0,3294655.0
FRD,LINEAR,row,0.1497,4.3023,4.3025,4.0,3294655.0
FRD,LINEAR,row,0.15218,4.3166,4.3167,4.0,3294655.0
FRD,LINEAR,row,0.15469,4.3589,4.3591,4.0,3294655.0
FRD,LINEAR,row,0.16518,4.4759,4.4760,4.0,3294655.0
FRD,LINEAR,row,0.18833,4.8056,4.8058,4.0,3294655.0
FRD,LINEAR,row,0.2,4.9122,4.9124,7.0,3294655.0
FRD,LINEAR,S1,,,3.7374,0.0,3294655.0
FRD,LINEAR,S2,,,4.3167,4.0,3294655.0
FRD,LOGISTIC,row,0.0001,1.1525,3.5074,0.0,3294655.0
FRD,LOGISTIC,row,0.0002,1.6491,4.1543,0.0,3294655.0
FRD,LOGISTIC,row,0.0005,2.6208,5.1785,0.0,3294655.0
FRD,LOGISTIC,row,0.001,3.5206,6.1697,0.0,3294655.0
FRD,LOGISTIC,row,0.0016818,4.3669,7.1138,16.0,3294655.0
FRD,LOGISTIC,row,0.001834,4.5495,7.2242,16.0,3294655.0
FRD,LOGISTIC,row,0.005,6.4127,9.5231,2318.0,3294655.0
FRD,LOGISTIC,row,0.1,8.5587,32.9928,604216.0,3294655.0
FRD,LOGISTIC,row,0.2,5.5343,84.9388,2217655.0,3294655.0
FRD,LOGISTIC,row,0.5,0.1790,119.6353,3284215.0,3294655.0
FRD,LOGISTIC,row,0.0010905,3.6324,3.6324,0.0,3294655.0
FRD,LOGISTIC,row,0.0011388,3.7048,3.7048,0.0,3294655.0
FRD,LOGISTIC,row,0.0011637,3.7583,3.7582,0.0,3294655.0
FRD,LOGISTIC,row,0.00117,3.7836,3.7836,0.0,3294655.0
FRD,LOGISTIC,row,0.0011764,3.7890,3.7890,0.0,3294655.0
FRD,LOGISTIC,row,0.0011892,3.8014,3.8014,0.0,3294655.0
FRD,LOGISTIC,row,0.0014142,4.0715,4.0716,4.0,3294655.0
FRD,LOGISTIC,row,0.0015128,4.1771,4.1772,4.0,3294655.0
FRD,LOGISTIC,row,0.0017249,4.4100,4.4101,4.0,3294655.0
FRD,LOGISTIC,row,0.0017824,4.4818,4.4819,4.0,3294655.0
FRD,LOGISTIC,row,0.0018418,4.5587,4.5588,4.0,3294655.0
FRD,LOGISTIC,row,0.0019667,4.6681,4.6682,4.0,3294655.0
FRD,LOGISTIC,row,0.002,4.6951,4.6952,4.0,3294655.0
FRD,LOGISTIC,S1,,,3.7582,0.0,3294655.0
FRD,LOGISTIC,S2,,,4.4819,4.0,3294655.0
FRE,LINEAR,row,0.0001,0.1009,0.8980,0.0,5984175.0
FRE,LINEAR,row,0.0002,0.1009,0.8982,0.0,5984175.0
FRE,LINEAR,row,0.0005,0.1009,0.8984,0.0,5984175.0
FRE,LINEAR,row,0.001,0.1012,0.9007,0.0,5984175.0
FRE,LINEAR,row,0.002,0.1245,0.9855,0.0,5984175.0
FRE,LINEAR,row,0.005,0.2849,1.3894,0.0,5984175.0
FRE,LINEAR,row,0.01,0.5233,1.8387,0.0,5984175.0
FRE,LINEAR,row,0.02,0.9046,2.3830,0.0,5984175.0
FRE,LINEAR,row,0.05,1.7401,3.4163,0.0,5984175.0
FRE,LINEAR,row,0.10905,2.8029,4.5036,0.0,5984175.0
FRE,LINEAR,row,0.11388,2.8805,4.5938,0.0,5984175.0
FRE,LINEAR,row,0.11637,2.9099,4.5999,0.0,5984175.0
FRE,LINEAR,row,0.11892,2.9555,4.6478,0.0,5984175.0
FRE,LINEAR,row,0.14142,3.2526,4.9595,0.0,5984175.0
FRE,LINEAR,row,0.2,3.8614,5.5623,1346.0,5984175.0
FRE,LINEAR,row,0.5,5.5224,9.3873,119865.0,5984175.0
FRE,LINEAR,row,0.070711,2.1549,2.1549,0.0,5984175.0
FRE,LINEAR,row,0.08409,2.3814,2.3814,0.0,5984175.0
FRE,LINEAR,row,0.087813,2.4578,2.4578,0.0,5984175.0
FRE,LINEAR,row,0.088769,2.4756,2.4756,0.0,5984175.0
FRE,LINEAR,row,0.089251,2.4832,2.4832,0.0,5984175.0
FRE,LINEAR,row,0.089735,2.4953,2.4953,0.0,5984175.0
FRE,LINEAR,row,0.0917,2.5269,2.5269,0.0,5984175.0
FRE,LINEAR,row,0.1,2.6579,2.6579,0.0,5984175.0
FRE,LINEAR,row,0.11603,2.9049,2.9049,0.0,5984175.0
FRE,LINEAR,row,0.11698,2.9189,2.9188,0.0,5984175.0
FRE,LINEAR,row,0.11794,2.9305,2.9305,0.0,5984175.0
FRE,LINEAR,row,0.11989,2.9599,2.9599,0.0,5984175.0
FRE,LINEAR,row,0.12389,3.0096,3.0096,0.0,5984175.0
FRE,LINEAR,row,0.13229,3.1177,3.1177,0.0,5984175.0
FRE,LINEAR,row,0.15083,3.3615,3.3616,0.0,5984175.0
FRE,LINEAR,S1,,,2.4832,0.0,5984175.0
FRE,LINEAR,S2,,,2.9188,0.0,5984175.0
FRE,LOGISTIC,row,0.0001,0.5970,1.9385,0.0,5984175.0
FRE,LOGISTIC,row,0.0002,0.9931,2.4775,0.0,5984175.0
FRE,LOGISTIC,row,0.0005,1.8421,3.4589,0.0,5984175.0
FRE,LOGISTIC,row,0.0011892,2.9915,4.5447,0.0,5984175.0
FRE,LOGISTIC,row,0.0012419,3.0874,4.6974,0.0,5984175.0
FRE,LOGISTIC,row,0.0012968,3.1458,4.7624,0.0,5984175.0
FRE,LOGISTIC,row,0.0014142,3.3080,4.8982,0.0,5984175.0
FRE,LOGISTIC,row,0.002,3.8743,5.4164,6.0,5984175.0
FRE,LOGISTIC,row,0.005,5.2444,9.9393,167615.0,5984175.0
FRE,LOGISTIC,row,0.1,5.9235,32.8635,1323402.0,5984175.0
FRE,LOGISTIC,row,0.2,4.8175,51.4541,2325526.0,5984175.0
FRE,LOGISTIC,row,0.5,0.3563,114.1394,5674666.0,5984175.0
FRE,LOGISTIC,row,0.00070711,2.2361,2.2361,0.0,5984175.0
FRE,LOGISTIC,row,0.0008409,2.4610,2.4610,0.0,5984175.0
FRE,LOGISTIC,row,0.00085931,2.4877,2.4877,0.0,5984175.0
FRE,LOGISTIC,row,0.00086398,2.5082,2.5082,0.0,5984175.0
FRE,LOGISTIC,row,0.00086867,2.5126,2.5126,0.0,5984175.0
FRE,LOGISTIC,row,0.00087813,2.5226,2.5226,0.0,5984175.0
FRE,LOGISTIC,row,0.000917,2.5804,2.5804,0.0,5984175.0
FRE,LOGISTIC,row,0.001,2.7110,2.7110,0.0,5984175.0
FRE,LOGISTIC,row,0.0011171,2.8705,2.8705,0.0,5984175.0
FRE,LOGISTIC,row,0.0011928,3.0033,3.0033,0.0,5984175.0
FRE,LOGISTIC,row,0.0012326,3.0660,3.0660,0.0,5984175.0
FRE,LOGISTIC,row,0.0012737,3.1170,3.1170,0.0,5984175.0
FRE,LOGISTIC,row,0.0014522,3.3415,3.3415,0.0,5984175.0
FRE,LOGISTIC,S1,,,2.4877,0.0,5984175.0
FRE,LOGISTIC,S2,,,3.0660,0.0,5984175.0
FRF,LINEAR,row,0.0001,0.1397,1.4407,0.0,5559748.0
FRF,LINEAR,row,0.0002,0.1397,1.4408,0.0,5559748.0
FRF,LINEAR,row,0.0005,0.1397,1.4419,0.0,5559748.0
FRF,LINEAR,row,0.001,0.1399,1.4422,0.0,5559748.0
FRF,LINEAR,row,0.002,0.1604,1.5131,0.0,5559748.0
FRF,LINEAR,row,0.005,0.3276,1.9280,0.0,5559748.0
FRF,LINEAR,row,0.01,0.6184,2.4533,0.0,5559748.0
FRF,LINEAR,row,0.02,1.1117,3.1396,0.0,5559748.0
FRF,LINEAR,row,0.05,2.1338,4.4532,0.0,5559748.0
FRF,LINEAR,row,0.1,3.1680,5.5925,0.0,5559748.0
FRF,LINEAR,row,0.5,6.4246,9.7924,50028.0,5559748.0
FRF,LINEAR,row,0.10443,3.2426,3.2426,0.0,5559748.0
FRF,LINEAR,row,0.10671,3.2805,3.2805,0.0,5559748.0
FRF,LINEAR,row,0.10729,3.2901,3.2901,0.0,5559748.0
FRF,LINEAR,row,0.10788,3.2959,3.2959,0.0,5559748.0
FRF,LINEAR,row,0.10905,3.3115,3.3115,0.0,5559748.0
FRF,LINEAR,row,0.11892,3.4493,3.4493,0.0,5559748.0
FRF,LINEAR,row,0.13948,3.7459,3.7459,0.0,5559748.0
FRF,LINEAR,row,0.14142,3.7789,3.7789,0.0,5559748.0
FRF,LINEAR,row,0.14413,3.8174,3.8174,0.0,5559748.0
FRF,LINEAR,row,0.14651,3.8383,3.8383,0.0,5559748.0
FRF,LINEAR,row,0.14772,3.8437,3.8437,0.0,5559748.0
FRF,LINEAR,row,0.14894,3.8756,3.8756,0.0,5559748.0
FRF,LINEAR,row,0.15903,3.9945,3.9945,0.0,5559748.0
FRF,LINEAR,row,0.18133,4.3028,4.3028,0.0,5559748.0
FRF,LINEAR,row,0.2,4.5038,4.5038,0.0,5559748.0
FRF,LINEAR,S1,,,3.2901,0.0,5559748.0
FRF,LINEAR,S2,,,3.8437,0.0,5559748.0
FRF,LOGISTIC,row,0.0001,0.6926,2.5562,0.0,5559748.0
FRF,LOGISTIC,row,0.0002,1.1925,3.2440,0.0,5559748.0
FRF,LOGISTIC,row,0.0005,2.1697,4.3788,0.0,5559748.0
FRF,LOGISTIC,row,0.001,3.1645,5.4452,0.0,5559748.0
FRF,LOGISTIC,row,0.0016818,4.0426,6.3489,0.0,5559748.0
FRF,LOGISTIC,row,0.005,6.0150,8.4913,12656.0,5559748.0
FRF,LOGISTIC,row,0.01,6.6663,14.4443,270461.0,5559748.0
FRF,LOGISTIC,row,0.1,7.9635,25.9340,782305.0,5559748.0
FRF,LOGISTIC,row,0.2,5.6725,50.7554,2060377.0,5559748.0
FRF,LOGISTIC,row,0.5,0.4800,113.1254,5223855.0,5559748.0
FRF,LOGISTIC,row,0.0010905,3.2708,3.2708,0.0,5559748.0
FRF,LOGISTIC,row,0.0011144,3.3069,3.3069,0.0,5559748.0
FRF,LOGISTIC,row,0.0011204,3.3110,3.3110,0.0,5559748.0
FRF,LOGISTIC,row,0.0011265,3.3254,3.3254,0.0,5559748.0
FRF,LOGISTIC,row,0.0011388,3.3390,3.3390,0.0,5559748.0
FRF,LOGISTIC,row,0.0011892,3.4307,3.4307,0.0,5559748.0
FRF,LOGISTIC,row,0.0014142,3.7071,3.7071,0.0,5559748.0
FRF,LOGISTIC,row,0.0014566,3.7572,3.7572,0.0,5559748.0
FRF,LOGISTIC,row,0.0016607,4.0078,4.0078,0.0,5559748.0
FRF,LOGISTIC,row,0.0017161,4.0787,4.0787,0.0,5559748.0
FRF,LOGISTIC,row,0.0017733,4.1260,4.1260,0.0,5559748.0
FRF,LOGISTIC,row,0.0018935,4.2268,4.2268,0.0,5559748.0
FRF,LOGISTIC,row,0.002,4.3279,4.3279,0.0,5559748.0
FRF,LOGISTIC,S1,,,3.3110,0.0,5559748.0
FRF,LOGISTIC,S2,,,4.0787,0.0,5559748.0
FRG,LINEAR,row,0.0001,0.3612,1.3275,0.0,3835116.0
FRG,LINEAR,row,0.0002,0.3612,1.3275,0.0,3835116.0
FRG,LINEAR,row,0.0005,0.3612,1.3275,0.0,3835116.0
FRG,LINEAR,row,0.001,0.3616,1.3282,0.0,3835116.0
FRG,LINEAR,row,0.002,0.3885,1.3848,0.0,3835116.0
FRG,LINEAR,row,0.005,0.6005,1.8016,0.0,3835116.0
FRG,LINEAR,row,0.01,0.9132,2.2927,0.0,3835116.0
FRG,LINEAR,row,0.02,1.3745,2.9075,0.0,3835116.0
FRG,LINEAR,row,0.05,2.3595,4.0143,0.0,3835116.0
FRG,LINEAR,row,0.1,3.3099,4.8689,0.0,3835116.0
FRG,LINEAR,row,0.5,6.8080,8.0072,6286.0,3835116.0
FRG,LINEAR,row,0.10443,3.3785,3.3785,0.0,3835116.0
FRG,LINEAR,row,0.10671,3.4172,3.4172,0.0,3835116.0
FRG,LINEAR,row,0.10905,3.4481,3.4481,0.0,3835116.0
FRG,LINEAR,row,0.11892,3.6057,3.6057,0.0,3835116.0
FRG,LINEAR,row,0.13873,3.9282,3.9282,0.0,3835116.0
FRG,LINEAR,row,0.14102,3.9644,3.9644,0.0,3835116.0
FRG,LINEAR,row,0.14142,3.9681,3.9680,0.0,3835116.0
FRG,LINEAR,row,0.14218,3.9792,3.9792,0.0,3835116.0
FRG,LINEAR,row,0.14335,3.9939,3.9938,0.0,3835116.0
FRG,LINEAR,row,0.14813,4.0735,4.0734,0.0,3835116.0
FRG,LINEAR,row,0.15817,4.1973,4.1972,0.0,3835116.0
FRG,LINEAR,row,0.18035,4.4356,4.4356,0.0,3835116.0
FRG,LINEAR,row,0.2,4.6773,4.6772,0.0,3835116.0
FRG,LINEAR,S1,,,3.4172,0.0,3835116.0
FRG,LINEAR,S2,,,3.9792,0.0,3835116.0
FRG,LOGISTIC,row,0.0001,0.9873,2.3939,0.0,3835116.0
FRG,LOGISTIC,row,0.0002,1.4628,2.9781,0.0,3835116.0
FRG,LOGISTIC,row,0.0005,2.3812,3.9836,0.0,3835116.0
FRG,LOGISTIC,row,0.001,3.3047,4.7997,0.0,3835116.0
FRG,LOGISTIC,row,0.0016818,4.2138,5.6288,0.0,3835116.0
FRG,LOGISTIC,row,0.0017563,4.2984,5.7031,0.0,3835116.0
FRG,LOGISTIC,row,0.001834,4.3909,5.7787,0.0,3835116.0
FRG,LOGISTIC,row,0.005,6.4029,7.5937,7108.0,3835116.0
FRG,LOGISTIC,row,0.2,5.2086,54.0402,1564791.0,3835116.0
FRG,LOGISTIC,row,0.5,0.4921,109.4598,3483717.0,3835116.0
FRG,LOGISTIC,row,0.0010905,3.4210,3.4210,0.0,3835116.0
FRG,LOGISTIC,row,0.0011024,3.4348,3.4348,0.0,3835116.0
FRG,LOGISTIC,row,0.0011144,3.4548,3.4548,0.0,3835116.0
FRG,LOGISTIC,row,0.0011388,3.4796,3.4796,0.0,3835116.0
FRG,LOGISTIC,row,0.0011892,3.5614,3.5614,0.0,3835116.0
FRG,LOGISTIC,row,0.0014142,3.8771,3.8771,0.0,3835116.0
FRG,LOGISTIC,row,0.0014331,3.8983,3.8983,0.0,3835116.0
FRG,LOGISTIC,row,0.0015302,4.0316,4.0316,0.0,3835116.0
FRG,LOGISTIC,row,0.0015813,4.0916,4.0916,0.0,3835116.0
FRG,LOGISTIC,row,0.0016074,4.1213,4.1213,0.0,3835116.0
FRG,LOGISTIC,row,0.001634,4.1567,4.1567,0.0,3835116.0
FRG,LOGISTIC,row,0.001863,4.4173,4.4173,0.0,3835116.0
FRG,LOGISTIC,row,0.002,4.5332,4.5332,0.0,3835116.0
FRG,LOGISTIC,S1,,,3.4348,0.0,3835116.0
FRG,LOGISTIC,S2,,,4.1213,0.0,3835116.0
FRH,LINEAR,row,0.0001,0.4408,2.7331,0.0,3338201.0
FRH,LINEAR,row,0.0002,0.4408,2.7331,0.0,3338201.0
FRH,LINEAR,row,0.0005,0.4408,2.7331,0.0,3338201.0
FRH,LINEAR,row,0.001,0.4414,2.7374,0.0,3338201.0
FRH,LINEAR,row,0.002,0.4835,2.8530,0.0,3338201.0
FRH,LINEAR,row,0.005,0.7581,3.4416,0.0,3338201.0
FRH,LINEAR,row,0.01,1.1112,4.1059,0.0,3338201.0
FRH,LINEAR,row,0.02,1.6327,4.8694,0.0,3338201.0
FRH,LINEAR,row,0.05,2.6417,5.9029,0.0,3338201.0
FRH,LINEAR,row,0.1,3.7107,7.0148,0.0,3338201.0
FRH,LINEAR,row,0.2,5.0601,8.4045,167.0,3338201.0
FRH,LINEAR,row,0.5,7.1112,10.6558,2477.0,3338201.0
FRH,LINEAR,row,0.070711,3.1209,3.1209,0.0,3338201.0
FRH,LINEAR,row,0.08409,3.3845,3.3845,0.0,3338201.0
FRH,LINEAR,row,0.0917,3.5210,3.5210,0.0,3338201.0
FRH,LINEAR,row,0.09576,3.5742,3.5742,0.0,3338201.0
FRH,LINEAR,row,0.097857,3.6176,3.6176,0.0,3338201.0
FRH,LINEAR,row,0.098389,3.6206,3.6206,0.0,3338201.0
FRH,LINEAR,row,0.098923,3.6383,3.6383,0.0,3338201.0
FRH,LINEAR,row,0.1286,4.0825,4.0825,0.0,3338201.0
FRH,LINEAR,row,0.13732,4.2055,4.2055,0.0,3338201.0
FRH,LINEAR,row,0.1419,4.2678,4.2720,116.0,3338201.0
FRH,LINEAR,row,0.14424,4.3021,4.3063,116.0,3338201.0
FRH,LINEAR,row,0.14663,4.3370,4.3412,116.0,3338201.0
FRH,LINEAR,row,0.16718,4.6543,4.6587,122.0,3338201.0
FRH,LINEAR,S1,,,3.6206,0.0,3338201.0
FRH,LINEAR,S2,,,4.3063,116.0,3338201.0
FRH,LOGISTIC,row,0.0001,1.1872,4.1321,0.0,3338201.0
FRH,LOGISTIC,row,0.0002,1.7080,4.8659,0.0,3338201.0
FRH,LOGISTIC,row,0.0005,2.6738,5.8211,0.0,3338201.0
FRH,LOGISTIC,row,0.001,3.6617,6.8068,0.0,3338201.0
FRH,LOGISTIC,row,0.0016818,4.5338,7.4811,0.0,3338201.0
FRH,LOGISTIC,row,0.005,6.6410,9.4346,561.0,3338201.0
FRH,LOGISTIC,row,0.1,8.8458,29.3316,481560.0,3338201.0
FRH,LOGISTIC,row,0.2,6.0036,72.9164,1857505.0,3338201.0
FRH,LOGISTIC,row,0.5,0.3030,119.7493,3330845.0,3338201.0
FRH,LOGISTIC,row,0.0010219,3.6574,3.6574,0.0,3338201.0
FRH,LOGISTIC,row,0.0010443,3.6988,3.6988,0.0,3338201.0
FRH,LOGISTIC,row,0.0010905,3.7645,3.7687,116.0,3338201.0
FRH,LOGISTIC,row,0.0011892,3.8572,3.8614,116.0,3338201.0
FRH,LOGISTIC,row,0.0013285,4.0408,4.0450,116.0,3338201.0
FRH,LOGISTIC,row,0.0014142,4.1213,4.1255,116.0,3338201.0
FRH,LOGISTIC,row,0.0015147,4.2570,4.2612,116.0,3338201.0
FRH,LOGISTIC,row,0.0016174,4.4027,4.4127,280.0,3338201.0
FRH,LOGISTIC,row,0.001727,4.5163,4.5263,280.0,3338201.0
FRH,LOGISTIC,row,0.002,4.8608,4.8709,280.0,3338201.0
FRH,LOGISTIC,S1,,,3.6574,0.0,3338201.0
FRH,LOGISTIC,S2,,,4.4127,280.0,3338201.0
FRI,LINEAR,row,0.0001,0.5349,0.5349,0.0,6048670.0
FRI,LINEAR,row,0.0002,0.5349,0.5349,0.0,6048670.0
FRI,LINEAR,row,0.0005,0.5349,0.5349,0.0,6048670.0
FRI,LINEAR,row,0.001,0.5355,0.5355,0.0,6048670.0
FRI,LINEAR,row,0.002,0.5769,0.5769,0.0,6048670.0
FRI,LINEAR,row,0.005,0.8690,0.8690,0.0,6048670.0
FRI,LINEAR,row,0.01,1.2614,1.2614,0.0,6048670.0
FRI,LINEAR,row,0.02,1.8043,1.8043,0.0,6048670.0
FRI,LINEAR,row,0.05,2.8865,2.8865,0.0,6048670.0
FRI,LINEAR,row,0.070711,3.4310,3.4310,0.0,6048670.0
FRI,LINEAR,row,0.08409,3.7209,3.7209,0.0,6048670.0
FRI,LINEAR,row,0.087813,3.7956,3.7956,0.0,6048670.0
FRI,LINEAR,row,0.088289,3.8100,3.8100,0.0,6048670.0
FRI,LINEAR,row,0.088769,3.8201,3.8201,0.0,6048670.0
FRI,LINEAR,row,0.089735,3.8345,3.8345,0.0,6048670.0
FRI,LINEAR,row,0.0917,3.8722,3.8722,0.0,6048670.0
FRI,LINEAR,row,0.1,4.0106,4.0106,0.0,6048670.0
FRI,LINEAR,row,0.11892,4.3723,4.3723,0.0,6048670.0
FRI,LINEAR,row,0.12419,4.4438,4.4438,0.0,6048670.0
FRI,LINEAR,row,0.12968,4.5280,4.5280,0.0,6048670.0
FRI,LINEAR,row,0.14142,4.6870,4.6870,0.0,6048670.0
FRI,LINEAR,row,0.2,5.4006,5.4018,61.0,6048670.0
FRI,LINEAR,row,0.11478,4.2776,4.2777,0.0,6048670.0
FRI,LINEAR,row,0.12256,4.4158,4.4158,0.0,6048670.0
FRI,LINEAR,row,0.12357,4.4319,4.4319,0.0,6048670.0
FRI,LINEAR,row,0.12458,4.4482,4.4482,0.0,6048670.0
FRI,LINEAR,row,0.12664,4.4881,4.4881,0.0,6048670.0
FRI,LINEAR,row,0.13087,4.5410,4.5410,0.0,6048670.0
FRI,LINEAR,row,0.14921,4.7883,4.7883,0.0,6048670.0
FRI,LINEAR,S1,,,3.8100,0.0,6048670.0
FRI,LINEAR,S2,,,4.4438,0.0,6048670.0
FRI,LOGISTIC,row,0.0001,1.3371,1.3371,0.0,6048670.0
FRI,LOGISTIC,row,0.0002,1.8691,1.8691,0.0,6048670.0
FRI,LOGISTIC,row,0.0005,2.8720,2.8720,0.0,6048670.0
FRI,LOGISTIC,row,0.00070711,3.4069,3.4070,0.0,6048670.0
FRI,LOGISTIC,row,0.0008409,3.6483,3.6483,0.0,6048670.0
FRI,LOGISTIC,row,0.000917,3.7974,3.7974,0.0,6048670.0
FRI,LOGISTIC,row,0.00093708,3.8427,3.8428,0.0,6048670.0
FRI,LOGISTIC,row,0.0009576,3.8788,3.8788,0.0,6048670.0
FRI,LOGISTIC,row,0.0014142,4.5237,4.5237,0.0,6048670.0
FRI,LOGISTIC,row,0.0014768,4.6077,4.6077,0.0,6048670.0
FRI,LOGISTIC,row,0.0015422,4.6902,4.6902,0.0,6048670.0
FRI,LOGISTIC,row,0.0016818,4.8356,4.8360,23.0,6048670.0
