area,func,label,w,mean_t_logged,mean_t,stranded_pop,total_pop
FRI,LOGISTIC,row,0.0012182,4.2628,4.2628,0.0,6048670.0
FRI,LOGISTIC,row,0.001389,4.4823,4.4822,0.0,6048670.0
FRI,LOGISTIC,row,0.0014831,4.6211,4.6211,0.0,6048670.0
FRI,LOGISTIC,row,0.0015837,4.7335,4.7335,0.0,6048670.0
FRI,LOGISTIC,row,0.001,3.9367,3.9367,0.0,6048670.0
FRI,LOGISTIC,row,0.002,5.1343,5.1343,222.0,6048670.0
FRI,LOGISTIC,row,0.005,8.2114,8.2114,75703.0,6048670.0
FRI,LOGISTIC,S1,,,3.8428,0.0,6048670.0
FRI,LOGISTIC,S2,,,4.6077,0.0,6048670.0
FRJ,LINEAR,row,0.0001,0.4372,0.6627,0.0,6010119.0
FRJ,LINEAR,row,0.0002,0.4372,0.6627,0.0,6010119.0
FRJ,LINEAR,row,0.0005,0.4372,0.6627,0.0,6010119.0
FRJ,LINEAR,row,0.001,0.4374,0.6629,0.0,6010119.0
FRJ,LINEAR,row,0.002,0.4578,0.6912,0.0,6010119.0
FRJ,LINEAR,row,0.005,0.6323,0.9003,0.0,6010119.0
FRJ,LINEAR,row,0.01,0.9045,1.2062,0.0,6010119.0
FRJ,LINEAR,row,0.02,1.3474,1.6620,0.0,6010119.0
FRJ,LINEAR,row,0.05,2.2849,2.6142,0.0,6010119.0
FRJ,LINEAR,row,0.1,3.3791,3.6889,0.0,6010119.0
FRJ,LINEAR,row,0.2,4.6914,4.9697,216.0,6010119.0
FRJ,LINEAR,row,0.5,6.7146,7.4357,25255.0,6010119.0
FRJ,LINEAR,row,0.070711,2.7900,2.7900,0.0,6010119.0
FRJ,LINEAR,row,0.08409,3.0507,3.0507,0.0,6010119.0
FRJ,LINEAR,row,0.0917,3.2026,3.2026,0.0,6010119.0
FRJ,LINEAR,row,0.09576,3.3009,3.3009,0.0,6010119.0
FRJ,LINEAR,row,0.09628,3.3119,3.3119,0.0,6010119.0
FRJ,LINEAR,row,0.096803,3.3231,3.3231,0.0,6010119.0
FRJ,LINEAR,row,0.097857,3.3425,3.3425,0.0,6010119.0
FRJ,LINEAR,row,0.12516,3.7861,3.7861,0.0,6010119.0
FRJ,LINEAR,row,0.13365,3.8874,3.8874,0.0,6010119.0
FRJ,LINEAR,row,0.13586,3.9076,3.9076,0.0,6010119.0
FRJ,LINEAR,row,0.13811,3.9236,3.9236,0.0,6010119.0
FRJ,LINEAR,row,0.14271,4.0150,4.0150,0.0,6010119.0
FRJ,LINEAR,row,0.16271,4.2566,4.2566,0.0,6010119.0
FRJ,LINEAR,S1,,,3.3119,0.0,6010119.0
FRJ,LINEAR,S2,,,3.9076,0.0,6010119.0
FRJ,LOGISTIC,row,0.0001,0.9575,1.2624,0.0,6010119.0
FRJ,LOGISTIC,row,0.0002,1.3994,1.7090,0.0,6010119.0
FRJ,LOGISTIC,row,0.0005,2.3087,2.6298,0.0,6010119.0
FRJ,LOGISTIC,row,0.001,3.3390,3.6412,0.0,6010119.0
FRJ,LOGISTIC,row,0.0015422,4.0275,4.3133,0.0,6010119.0
FRJ,LOGISTIC,row,0.0016105,4.1008,4.3863,0.0,6010119.0
FRJ,LOGISTIC,row,0.0016818,4.1792,4.4581,0.0,6010119.0
FRJ,LOGISTIC,row,0.005,6.2934,6.6868,8222.0,6010119.0
FRJ,LOGISTIC,row,0.1,7.4770,25.8079,914946.0,6010119.0
FRJ,LOGISTIC,row,0.2,4.9459,50.6367,2288229.0,6010119.0
FRJ,LOGISTIC,row,0.5,0.3353,112.3931,5613939.0,6010119.0
FRJ,LOGISTIC,row,0.0010109,3.3483,3.3483,0.0,6010119.0
FRJ,LOGISTIC,row,0.0010219,3.3644,3.3644,0.0,6010119.0
FRJ,LOGISTIC,row,0.0010443,3.3970,3.3969,0.0,6010119.0
FRJ,LOGISTIC,row,0.0010905,3.4793,3.4793,0.0,6010119.0
FRJ,LOGISTIC,row,0.0011892,3.5959,3.5959,0.0,6010119.0
FRJ,LOGISTIC,row,0.0013142,3.7505,3.7505,0.0,6010119.0
FRJ,LOGISTIC,row,0.0014142,3.8930,3.8930,0.0,6010119.0
FRJ,LOGISTIC,row,0.0014984,3.9872,3.9872,0.0,6010119.0
FRJ,LOGISTIC,row,0.0015999,4.0919,4.0919,0.0,6010119.0
FRJ,LOGISTIC,row,0.0017084,4.2101,4.2101,0.0,6010119.0
FRJ,LOGISTIC,row,0.002,4.4785,4.4790,27.0,6010119.0
FRJ,LOGISTIC,S1,,,3.3483,0.0,6010119.0
FRJ,LOGISTIC,S2,,,4.0919,0.0,6010119.0
FRK,LINEAR,row,0.0001,0.2969,0.7706,0.0,8113017.0
FRK,LINEAR,row,0.0002,0.2969,0.7706,0.0,8113017.0
FRK,LINEAR,row,0.0005,0.2969,0.7714,0.0,8113017.0
FRK,LINEAR,row,0.001,0.2973,0.7721,0.0,8113017.0
FRK,LINEAR,row,0.002,0.3208,0.8246,0.0,8113017.0
FRK,LINEAR,row,0.005,0.5118,1.1670,0.0,8113017.0
FRK,LINEAR,row,0.01,0.7949,1.5673,0.0,8113017.0
FRK,LINEAR,row,0.02,1.2244,2.0751,0.0,8113017.0
FRK,LINEAR,row,0.05,2.1038,3.0158,0.0,8113017.0
FRK,LINEAR,row,0.1,3.0668,3.9532,0.0,8113017.0
FRK,LINEAR,row,0.5,6.1320,8.0640,89332.0,8113017.0
FRK,LINEAR,row,0.10109,3.0853,3.0853,0.0,8113017.0
FRK,LINEAR,row,0.10164,3.0943,3.0943,0.0,8113017.0
FRK,LINEAR,row,0.10219,3.1005,3.1005,0.0,8113017.0
FRK,LINEAR,row,0.10443,3.1362,3.1362,0.0,8113017.0
FRK,LINEAR,row,0.10905,3.2070,3.2070,0.0,8113017.0
FRK,LINEAR,row,0.11892,3.3658,3.3658,0.0,8113017.0
FRK,LINEAR,row,0.13213,3.5216,3.5216,0.0,8113017.0
FRK,LINEAR,row,0.13653,3.5713,3.5713,0.0,8113017.0
FRK,LINEAR,row,0.13879,3.6003,3.6003,0.0,8113017.0
FRK,LINEAR,row,0.13993,3.6174,3.6174,0.0,8113017.0
FRK,LINEAR,row,0.14109,3.6313,3.6313,0.0,8113017.0
FRK,LINEAR,row,0.14142,3.6313,3.6313,0.0,8113017.0
FRK,LINEAR,row,0.15065,3.7397,3.7397,0.0,8113017.0
FRK,LINEAR,row,0.17177,3.9888,3.9888,0.0,8113017.0
FRK,LINEAR,row,0.2,4.2797,4.2797,0.0,8113017.0
FRK,LINEAR,S1,,,3.0943,0.0,8113017.0
FRK,LINEAR,S2,,,3.6174,0.0,8113017.0
FRK,LOGISTIC,row,0.0001,0.8544,1.6408,0.0,8113017.0
FRK,LOGISTIC,row,0.0002,1.2900,2.1528,0.0,8113017.0
FRK,LOGISTIC,row,0.0005,2.1300,3.0418,0.0,8113017.0
FRK,LOGISTIC,row,0.001,3.0285,3.9086,0.0,8113017.0
FRK,LOGISTIC,row,0.0016818,3.8190,4.6313,0.0,8113017.0
FRK,LOGISTIC,row,0.005,5.7443,6.9740,41656.0,8113017.0
FRK,LOGISTIC,row,0.1,7.1301,24.5918,1164247.0,8113017.0
FRK,LOGISTIC,row,0.2,5.4216,42.6763,2511143.0,8113017.0
FRK,LOGISTIC,row,0.5,0.8361,102.5982,6879975.0,8113017.0
FRK,LOGISTIC,row,0.0010443,3.0794,3.0794,0.0,8113017.0
FRK,LOGISTIC,row,0.0010671,3.1141,3.1140,0.0,8113017.0
FRK,LOGISTIC,row,0.0010729,3.1253,3.1253,0.0,8113017.0
FRK,LOGISTIC,row,0.0010788,3.1305,3.1305,0.0,8113017.0
FRK,LOGISTIC,row,0.0010905,3.1496,3.1496,0.0,8113017.0
FRK,LOGISTIC,row,0.0011892,3.2814,3.2814,0.0,8113017.0
FRK,LOGISTIC,row,0.0013948,3.5162,3.5162,0.0,8113017.0
FRK,LOGISTIC,row,0.0014142,3.5419,3.5419,0.0,8113017.0
FRK,LOGISTIC,row,0.0015903,3.7408,3.7408,0.0,8113017.0
FRK,LOGISTIC,row,0.0016981,3.8251,3.8251,0.0,8113017.0
FRK,LOGISTIC,row,0.0018133,3.9364,3.9364,0.0,8113017.0
FRK,LOGISTIC,row,0.002,4.1145,4.1145,0.0,8113017.0
FRK,LOGISTIC,S1,,,3.1253,0.0,8113017.0
FRK,LOGISTIC,S2,,,3.8251,0.0,8113017.0
FRL,LINEAR,row,0.0001,0.1405,0.9852,0.0,5037042.0
FRL,LINEAR,row,0.0002,0.1405,0.9852,0.0,5037042.0
FRL,LINEAR,row,0.0005,0.1405,0.9852,0.0,5037042.0
FRL,LINEAR,row,0.001,0.1406,0.9855,0.0,5037042.0
FRL,LINEAR,row,0.002,0.1502,1.0142,0.0,5037042.0
FRL,LINEAR,row,0.005,0.2406,1.2572,0.0,5037042.0
FRL,LINEAR,row,0.01,0.4014,1.6885,0.0,5037042.0
FRL,LINEAR,row,0.02,0.6850,2.4066,0.0,5037042.0
FRL,LINEAR,row,0.05,1.3450,3.4280,0.0,5037042.0
FRL,LINEAR,row,0.14142,2.6019,4.9247,0.0,5037042.0
FRL,LINEAR,row,0.2,3.1619,5.9419,0.0,5037042.0
FRL,LINEAR,row,0.5,5.0059,7.4429,5787.0,5037042.0
FRL,LINEAR,row,1,6.1357,11.2671,136042.0,5037042.0
FRL,LINEAR,row,2,6.4175,13.7691,233871.0,5037042.0
FRL,LINEAR,row,5,6.9237,17.9870,386088.0,5037042.0
FRL,LINEAR,row,0.070711,1.6926,1.6926,0.0,5037042.0
FRL,LINEAR,row,0.08409,1.8702,1.8702,0.0,5037042.0
FRL,LINEAR,row,0.0917,1.9675,1.9675,0.0,5037042.0
FRL,LINEAR,row,0.09576,2.0159,2.0159,0.0,5037042.0
FRL,LINEAR,row,0.097857,2.0467,2.0467,0.0,5037042.0
FRL,LINEAR,row,0.1,2.0782,2.0801,83.0,5037042.0
FRL,LINEAR,row,0.12721,2.4307,2.4327,83.0,5037042.0
FRL,LINEAR,row,0.13584,2.5511,2.5531,83.0,5037042.0
FRL,LINEAR,row,0.14037,2.5814,2.5834,83.0,5037042.0
FRL,LINEAR,row,0.14152,2.6038,2.6057,83.0,5037042.0
FRL,LINEAR,row,0.14269,2.6150,2.6169,83.0,5037042.0
FRL,LINEAR,row,0.14505,2.6550,2.6569,83.0,5037042.0
FRL,LINEAR,row,0.16538,2.8301,2.8321,83.0,5037042.0
FRL,LINEAR,S1,,,2.0467,0.0,5037042.0
FRL,LINEAR,S2,,,2.6057,83.0,5037042.0
FRL,LOGISTIC,row,0.0001,0.4343,1.7939,0.0,5037042.0
FRL,LOGISTIC,row,0.0002,0.7334,2.4718,0.0,5037042.0
FRL,LOGISTIC,row,0.0005,1.3927,3.4393,0.0,5037042.0
FRL,LOGISTIC,row,0.0014142,2.6195,4.7623,0.0,5037042.0
FRL,LOGISTIC,row,0.0015422,2.7304,4.9907,0.0,5037042.0
FRL,LOGISTIC,row,0.0016818,2.8782,5.1193,0.0,5037042.0
FRL,LOGISTIC,row,0.002,3.1464,5.3454,0.0,5037042.0
FRL,LOGISTIC,row,0.005,4.8212,7.2826,12770.0,5037042.0
FRL,LOGISTIC,row,0.01,5.9281,9.1382,57470.0,5037042.0
FRL,LOGISTIC,row,0.02,6.3174,12.9763,203587.0,5037042.0
FRL,LOGISTIC,row,0.05,6.7350,17.6885,385307.0,5037042.0
FRL,LOGISTIC,row,0.1,6.4938,30.2778,963355.0,5037042.0
FRL,LOGISTIC,row,0.2,5.2677,47.0645,1737232.0,5037042.0
FRL,LOGISTIC,row,0.5,0.8310,108.2823,4521525.0,5037042.0
FRL,LOGISTIC,row,0.00070711,1.7226,1.7226,0.0,5037042.0
FRL,LOGISTIC,row,0.0008409,1.9018,1.9038,83.0,5037042.0
FRL,LOGISTIC,row,0.000917,2.0011,2.0031,83.0,5037042.0
FRL,LOGISTIC,row,0.0009576,2.0447,2.0467,83.0,5037042.0
FRL,LOGISTIC,row,0.00096803,2.0567,2.0587,83.0,5037042.0
FRL,LOGISTIC,row,0.00097329,2.0652,2.0672,83.0,5037042.0
FRL,LOGISTIC,row,0.00097857,2.0675,2.0694,83.0,5037042.0
FRL,LOGISTIC,row,0.001,2.0949,2.0969,83.0,5037042.0
FRL,LOGISTIC,row,0.0012584,2.4440,2.4460,83.0,5037042.0
FRL,LOGISTIC,row,0.0014348,2.6218,2.6238,83.0,5037042.0
FRL,LOGISTIC,row,0.0015321,2.7205,2.7225,83.0,5037042.0
FRL,LOGISTIC,row,0.0015832,2.7775,2.7795,83.0,5037042.0
FRL,LOGISTIC,row,0.001636,2.8428,2.8448,83.0,5037042.0
FRL,LOGISTIC,S1,,,2.0587,83.0,5037042.0
FRL,LOGISTIC,S2,,,2.7795,83.0,5037042.0
FRM,LINEAR,row,0.0001,0.4794,2.9912,0.0,331717.0
FRM,LINEAR,row,0.0002,0.4795,2.9913,0.0,331717.0
FRM,LINEAR,row,0.0005,0.4795,2.9913,0.0,331717.0
FRM,LINEAR,row,0.001,0.4800,2.9933,0.0,331717.0
FRM,LINEAR,row,0.002,0.5089,3.0856,0.0,331717.0
FRM,LINEAR,row,0.005,0.7414,3.4996,0.0,331717.0
FRM,LINEAR,row,0.01,1.1367,4.1025,0.0,331717.0
FRM,LINEAR,row,0.02,1.8057,6.0721,0.0,331717.0
FRM,LINEAR,row,0.05,3.0469,7.6083,0.0,331717.0
FRM,LINEAR,row,0.1,4.0960,8.8955,0.0,331717.0
FRM,LINEAR,row,0.16818,5.0906,10.0311,0.0,331717.0
FRM,LINEAR,row,0.5,7.7125,14.7071,0.0,331717.0
FRM,LINEAR,row,1,10.4011,21.2521,1874.0,331717.0
FRM,LINEAR,row,2,11.4341,23.8301,7671.0,331717.0
FRM,LINEAR,row,5,12.1292,41.5357,66621.0,331717.0
FRM,LINEAR,row,0.10109,4.1801,4.1801,0.0,331717.0
FRM,LINEAR,row,0.10219,4.2108,4.2108,0.0,331717.0
FRM,LINEAR,row,0.10443,4.2421,4.2421,0.0,331717.0
FRM,LINEAR,row,0.10905,4.3379,4.3379,0.0,331717.0
FRM,LINEAR,row,0.11892,4.4742,4.4742,0.0,331717.0
FRM,LINEAR,row,0.13,4.6963,4.6963,0.0,331717.0
FRM,LINEAR,row,0.14142,4.8579,4.8579,0.0,331717.0
FRM,LINEAR,row,0.14822,4.9435,4.9435,0.0,331717.0
FRM,LINEAR,row,0.15827,5.0815,5.0815,0.0,331717.0
FRM,LINEAR,row,0.16355,5.0815,5.0815,0.0,331717.0
FRM,LINEAR,row,0.16489,5.1308,5.1308,0.0,331717.0
FRM,LINEAR,row,0.16625,5.1308,5.1308,0.0,331717.0
FRM,LINEAR,row,0.169,5.1308,5.1308,0.0,331717.0
FRM,LINEAR,row,0.2,5.3546,5.3546,0.0,331717.0
FRM,LINEAR,S1,,,4.1801,0.0,331717.0
FRM,LINEAR,S2,,,5.1308,0.0,331717.0
FRM,LOGISTIC,row,0.0001,1.2042,4.2031,0.0,331717.0
FRM,LOGISTIC,row,0.0002,1.8319,5.9430,0.0,331717.0
FRM,LOGISTIC,row,0.0005,2.8851,7.1716,0.0,331717.0
FRM,LOGISTIC,row,0.001,3.7496,8.5772,0.0,331717.0
FRM,LOGISTIC,row,0.0025149,5.3981,10.2745,0.0,331717.0
FRM,LOGISTIC,row,0.0025879,5.4516,10.2729,0.0,331717.0
FRM,LOGISTIC,row,0.0026631,5.5051,10.3005,0.0,331717.0
FRM,LOGISTIC,row,0.0028201,5.5990,10.3691,0.0,331717.0
FRM,LOGISTIC,row,0.0031623,5.6616,10.5885,0.0,331717.0
FRM,LOGISTIC,row,0.005,6.7352,11.4973,0.0,331717.0
FRM,LOGISTIC,row,0.01,8.5870,15.3541,20.0,331717.0
FRM,LOGISTIC,row,0.02,10.4807,21.2175,2866.0,331717.0
FRM,LOGISTIC,row,0.05,11.1621,36.5773,58120.0,331717.0
FRM,LOGISTIC,row,0.1,10.4923,48.6256,98506.0,331717.0
FRM,LOGISTIC,row,0.2,5.8015,83.0398,212400.0,331717.0
FRM,LOGISTIC,row,0.5,1.0933,115.1087,316494.0,331717.0
FRM,LOGISTIC,row,0.0011892,4.0547,4.0547,0.0,331717.0
FRM,LOGISTIC,row,0.0012968,4.2175,4.2175,0.0,331717.0
FRM,LOGISTIC,row,0.0014142,4.3710,4.3710,0.0,331717.0
FRM,LOGISTIC,row,0.0016859,4.6155,4.6155,0.0,331717.0
FRM,LOGISTIC,row,0.002,4.9999,4.9999,0.0,331717.0
FRM,LOGISTIC,row,0.0021917,5.2822,5.2822,0.0,331717.0
FRM,LOGISTIC,row,0.0024989,5.4360,5.4360,0.0,331717.0
FRM,LOGISTIC,row,0.0028492,5.5871,5.5871,0.0,331717.0
FRM,LOGISTIC,S1,,,4.2175,0.0,331717.0
FRM,LOGISTIC,S2,,,5.4360,0.0,331717.0
Finland,LINEAR,row,0.0001,1.2933,1.2933,0.0,5480045.0
Finland,LINEAR,row,0.0002,1.2933,1.2933,0.0,5480045.0
Finland,LINEAR,row,0.0005,1.2933,1.2933,0.0,5480045.0
Finland,LINEAR,row,0.001,1.2936,1.2936,0.0,5480045.0
Finland,LINEAR,row,0.002,1.3063,1.3063,0.0,5480045.0
Finland,LINEAR,row,0.005,1.4352,1.4352,0.0,5480045.0
Finland,LINEAR,row,0.01,1.6464,1.6464,0.0,5480045.0
Finland,LINEAR,row,0.02,2.0418,2.0418,0.0,5480045.0
Finland,LINEAR,row,0.05,3.0115,3.0115,0.0,5480045.0
Finland,LINEAR,row,0.1,4.0928,4.0928,0.0,5480045.0
Finland,LINEAR,row,0.2,5.3480,5.3480,0.0,5480045.0
Finland,LINEAR,row,0.21179,5.4979,5.4979,0.0,5480045.0
Finland,LINEAR,row,0.21794,5.5452,5.5452,0.0,5480045.0
Finland,LINEAR,row,0.22427,5.6097,5.6098,0.0,5480045.0
Finland,LINEAR,row,0.25149,5.8524,5.8562,170.0,5480045.0
Finland,LINEAR,row,0.31623,6.2755,6.2793,170.0,5480045.0
Finland,LINEAR,row,0.32541,6.3344,6.3381,170.0,5480045.0
Finland,LINEAR,row,0.33011,6.4000,6.4040,181.0,5480045.0
Finland,LINEAR,row,0.33487,6.4181,6.4221,181.0,5480045.0
Finland,LINEAR,row,0.3546,6.5392,6.5433,186.0,5480045.0
Finland,LINEAR,row,0.39764,6.7711,6.7752,186.0,5480045.0
Finland,LINEAR,row,0.5,7.4668,7.4724,258.0,5480045.0
Finland,LINEAR,row,1,9.2430,9.2942,2336.0,5480045.0
Finland,LINEAR,S1,,,5.5452,0.0,5480045.0
Finland,LINEAR,S2,,,6.4040,181.0,5480045.0
Finland,LOGISTIC,row,0.0001,1.6851,1.6851,0.0,5480045.0
Finland,LOGISTIC,row,0.0002,2.0812,2.0812,0.0,5480045.0
Finland,LOGISTIC,row,0.0005,3.0005,3.0005,0.0,5480045.0
Finland,LOGISTIC,row,0.001,3.9832,3.9832,0.0,5480045.0
Finland,LOGISTIC,row,0.002,5.1144,5.1144,0.0,5480045.0
Finland,LOGISTIC,row,0.0025149,5.5138,5.5141,10.0,5480045.0
Finland,LOGISTIC,row,0.0026631,5.6135,5.6172,170.0,5480045.0
Finland,LOGISTIC,row,0.0028201,5.7146,5.7184,170.0,5480045.0
Finland,LOGISTIC,row,0.0031623,5.9153,5.9191,170.0,5480045.0
Finland,LOGISTIC,row,0.0039764,6.2895,6.2933,170.0,5480045.0
Finland,LOGISTIC,row,0.0044589,6.5301,6.5339,173.0,5480045.0
Finland,LOGISTIC,row,0.005,6.7191,6.7229,173.0,5480045.0
Finland,LOGISTIC,row,0.01,8.1665,8.2124,2099.0,5480045.0
Finland,LOGISTIC,row,0.02,9.8592,10.1707,14226.0,5480045.0
Finland,LOGISTIC,S1,,,5.6172,170.0,5480045.0
Finland,LOGISTIC,S2,,,6.5339,173.0,5480045.0
Hungary,LINEAR,row,0.0001,0.1087,0.1087,0.0,9649038.0
Hungary,LINEAR,row,0.0002,0.1087,0.1087,0.0,9649038.0
Hungary,LINEAR,row,0.0005,0.1087,0.1087,0.0,9649038.0
Hungary,LINEAR,row,0.001,0.1090,0.1090,0.0,9649038.0
Hungary,LINEAR,row,0.002,0.1213,0.1213,0.0,9649038.0
Hungary,LINEAR,row,0.005,0.2409,0.2409,0.0,9649038.0
Hungary,LINEAR,row,0.01,0.4589,0.4589,0.0,9649038.0
Hungary,LINEAR,row,0.02,0.8533,0.8533,0.0,9649038.0
Hungary,LINEAR,row,0.05,1.6919,1.6919,0.0,9649038.0
Hungary,LINEAR,row,0.1,2.6371,2.6371,0.0,9649038.0
Hungary,LINEAR,row,0.10905,2.7786,2.7787,0.0,9649038.0
Hungary,LINEAR,row,0.11388,2.8652,2.8652,0.0,9649038.0
Hungary,LINEAR,row,0.11637,2.9010,2.9010,0.0,9649038.0
Hungary,LINEAR,row,0.117,2.9095,2.9095,0.0,9649038.0
Hungary,LINEAR,row,0.11764,2.9132,2.9132,0.0,9649038.0
Hungary,LINEAR,row,0.11892,2.9352,2.9352,0.0,9649038.0
Hungary,LINEAR,row,0.14142,3.2356,3.2356,0.0,9649038.0
Hungary,LINEAR,row,0.16818,3.5672,3.5672,0.0,9649038.0
Hungary,LINEAR,row,0.17186,3.6111,3.6111,0.0,9649038.0
Hungary,LINEAR,row,0.17563,3.6399,3.6399,0.0,9649038.0
Hungary,LINEAR,row,0.1834,3.7330,3.7330,0.0,9649038.0
Hungary,LINEAR,row,0.2,3.9047,3.9047,3.0,9649038.0
Hungary,LINEAR,row,0.5,5.8271,5.8319,387.0,9649038.0
Hungary,LINEAR,row,1,6.8069,11.9792,415901.0,9649038.0
Hungary,LINEAR,S1,,,2.9095,0.0,9649038.0
Hungary,LINEAR,S2,,,3.6111,0.0,9649038.0
Hungary,LOGISTIC,row,0.0001,0.5254,0.5254,0.0,9649038.0
Hungary,LOGISTIC,row,0.0002,0.9391,0.9391,0.0,9649038.0
Hungary,LOGISTIC,row,0.0005,1.8004,1.8004,0.0,9649038.0
Hungary,LOGISTIC,row,0.001,2.6722,2.6722,0.0,9649038.0
Hungary,LOGISTIC,row,0.0010905,2.8035,2.8035,0.0,9649038.0
Hungary,LOGISTIC,row,0.0011388,2.8737,2.8738,3.0,9649038.0
Hungary,LOGISTIC,row,0.0011637,2.9071,2.9071,3.0,9649038.0
Hungary,LOGISTIC,row,0.0011764,2.9248,2.9248,3.0,9649038.0
Hungary,LOGISTIC,row,0.0011828,2.9338,2.9339,3.0,9649038.0
Hungary,LOGISTIC,row,0.0011892,2.9443,2.9443,3.0,9649038.0
Hungary,LOGISTIC,row,0.0014142,3.2025,3.2025,3.0,9649038.0
Hungary,LOGISTIC,row,0.002,3.7835,3.7835,0.0,9649038.0
Hungary,LOGISTIC,row,0.0020581,3.8431,3.8431,0.0,9649038.0
Hungary,LOGISTIC,row,0.0021179,3.9112,3.9112,0.0,9649038.0
Hungary,LOGISTIC,row,0.0022427,4.0325,4.0325,0.0,9649038.0
Hungary,LOGISTIC,row,0.0025149,4.2421,4.2426,35.0,9649038.0
Hungary,LOGISTIC,row,0.0031623,4.6234,4.6240,50.0,9649038.0
Hungary,LOGISTIC,row,0.005,5.4341,5.4368,214.0,9649038.0
Hungary,LOGISTIC,row,0.01,6.4618,9.1494,216100.0,9649038.0
Hungary,LOGISTIC,row,0.02,6.9748,14.3518,593172.0,9649038.0
Hungary,LOGISTIC,row,0.05,7.5672,17.9045,831212.0,9649038.0
Hungary,LOGISTIC,row,0.1,7.7943,19.3026,925362.0,9649038.0
Hungary,LOGISTIC,row,0.2,6.6266,33.3056,2145231.0,9649038.0
Hungary,LOGISTIC,row,0.5,0.9993,100.7722,8022608.0,9649038.0
Hungary,LOGISTIC,S1,,,2.9339,3.0,9649038.0
Hungary,LOGISTIC,S2,,,3.8431,0.0,9649038.0
ITC,LINEAR,row,0.0001,0.0903,0.0903,0.0,15820961.0
ITC,LINEAR,row,0.0002,0.0903,0.0903,0.0,15820961.0
ITC,LINEAR,row,0.0005,0.0903,0.0903,0.0,15820961.0
ITC,LINEAR,row,0.001,0.0905,0.0905,0.0,15820961.0
ITC,LINEAR,row,0.002,0.1014,0.1014,0.0,15820961.0
ITC,LINEAR,row,0.005,0.1787,0.1787,0.0,15820961.0
ITC,LINEAR,row,0.01,0.3088,0.3088,0.0,15820961.0
ITC,LINEAR,row,0.02,0.5391,0.5391,0.0,15820961.0
ITC,LINEAR,row,0.05,1.1111,1.1111,6.0,15820961.0
ITC,LINEAR,row,0.05946,1.2759,1.2760,6.0,15820961.0
ITC,LINEAR,row,0.064842,1.3534,1.3534,6.0,15820961.0
ITC,LINEAR,row,0.067713,1.4008,1.4008,6.0,15820961.0
ITC,LINEAR,row,0.070711,1.4533,1.4533,6.0,15820961.0
ITC,LINEAR,row,0.1,1.8691,1.8693,18.0,15820961.0
ITC,LINEAR,row,0.10219,1.8870,1.8871,18.0,15820961.0
ITC,LINEAR,row,0.10443,1.9105,1.9106,18.0,15820961.0
ITC,LINEAR,row,0.10905,1.9687,1.9689,18.0,15820961.0
ITC,LINEAR,row,0.11892,2.0946,2.0948,27.0,15820961.0
ITC,LINEAR,row,0.14142,2.3383,2.3385,30.0,15820961.0
ITC,LINEAR,row,0.2,2.9215,2.9290,990.0,15820961.0
ITC,LINEAR,row,0.5,4.1881,8.2424,534527.0,15820961.0
ITC,LINEAR,S1,,,1.4008,6.0,15820961.0
ITC,LINEAR,S2,,,1.8871,18.0,15820961.0
ITC,LOGISTIC,row,0.0001,0.3448,0.3448,0.0,15820961.0
ITC,LOGISTIC,row,0.0002,0.5979,0.5979,0.0,15820961.0
ITC,LOGISTIC,row,0.0005,1.2016,1.2016,6.0,15820961.0
ITC,LOGISTIC,row,0.0005946,1.3529,1.3530,6.0,15820961.0
ITC,LOGISTIC,row,0.00062093,1.4018,1.4018,6.0,15820961.0
ITC,LOGISTIC,row,0.0006243,1.4089,1.4089,6.0,15820961.0
ITC,LOGISTIC,row,0.00062769,1.4168,1.4168,6.0,15820961.0
ITC,LOGISTIC,row,0.00063453,1.4269,1.4270,6.0,15820961.0
ITC,LOGISTIC,row,0.00064842,1.4482,1.4482,6.0,15820961.0
ITC,LOGISTIC,row,0.00070711,1.5487,1.5487,6.0,15820961.0
ITC,LOGISTIC,row,0.0008409,1.7363,1.7363,6.0,15820961.0
ITC,LOGISTIC,row,0.000917,1.8279,1.8280,6.0,15820961.0
ITC,LOGISTIC,row,0.0009576,1.8810,1.8810,6.0,15820961.0
ITC,LOGISTIC,row,0.001,1.9451,1.9452,18.0,15820961.0
ITC,LOGISTIC,row,0.002,2.9532,2.9542,133.0,15820961.0
ITC,LOGISTIC,row,0.005,4.2047,7.2916,406975.0,15820961.0
ITC,LOGISTIC,S1,,,1.4089,6.0,15820961.0
ITC,LOGISTIC,S2,,,1.8810,6.0,15820961.0
ITF,LINEAR,row,0.0001,0.1253,0.1253,0.0,13316894.0
ITF,LINEAR,row,0.0002,0.1253,0.1253,0.0,13316894.0
ITF,LINEAR,row,0.0005,0.1253,0.1253,0.0,13316894.0
ITF,LINEAR,row,0.001,0.1254,0.1254,0.0,13316894.0
ITF,LINEAR,row,0.002,0.1357,0.1357,0.0,13316894.0
ITF,LINEAR,row,0.005,0.2286,0.2286,0.0,13316894.0
ITF,LINEAR,row,0.01,0.3759,0.3759,0.0,13316894.0
ITF,LINEAR,row,0.02,0.6160,0.6160,0.0,13316894.0
ITF,LINEAR,row,0.05,1.1433,1.1433,0.0,13316894.0
ITF,LINEAR,row,0.070711,1.4406,1.4406,0.0,13316894.0
ITF,LINEAR,row,0.071481,1.4529,1.4529,0.0,13316894.0
ITF,LINEAR,row,0.072259,1.4664,1.4664,0.0,13316894.0
